chemical,name,molecular_weight,SMILES_string,Drug,InChI Key,SMILES,similarity
CIDs00000876,methionine,149.21134,CSCCC(C(=O)O)N,Racemethionine,FFEARJCKVFRZRR-UHFFFAOYSA-N,CSCCC(C(=O)O)N,83
CIDs00002554,carbamazepine,236.26858,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,Carbamazepine,FFGPTBGBLSHEPO-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,92
CIDs00003739,iodipamide,1139.76178,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,Iodipamide,FFINMCNLQNTKLU-UHFFFAOYSA-N,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,90
CIDs54697989,Epiminocycline,457.47638,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Minocycline,FFTVPQUHLQBXQZ-KVUCHLLUSA-N,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,80
CIDs00024434,potassium nitrate,101.1032,[N+](=O)([O-])[O-].[K+],Potassium Nitrate,FGIUAXJPYTZDNR-UHFFFAOYSA-N,[N+](=O)([O-])[O-].[K+],88
CIDs00003151,domperidone,425.91126,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,Domperidone,FGXWKSZFVQUSTL-UHFFFAOYSA-N,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,91
CIDs67683363,Velpatasvir,883.00186,CC1CCC(N1C(=O)C(C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)C8CC(CN8C(=O)C(C9=CC=CC=C9)NC(=O)OC)COC,Velpatasvir,FHCUMDQMBHQXKK-CDIODLITSA-N,CC1CCC(N1C(=O)C(C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)C8CC(CN8C(=O)C(C9=CC=CC=C9)NC(=O)OC)COC,100
CIDs00066376,xenon-133,132.905911,[Xe],Xenon Xe 133,FHNFHKCVQCLJFQ-NJFSPNSNSA-N,[Xe],67
CIDs00027400,pizotifen,295.44174,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,Pizotifen,FIADGNVRKBPQEU-UHFFFAOYSA-N,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,89
CIDm10311306,rolapitant,500.476559,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CCC3(CCC(=O)N3)CN2)C4=CC=CC=C4,Rolapitant,FIVSJYGQAIEMOC-ZGNKEGEESA-N,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CCC3(CCC(=O)N3)CN2)C4=CC=CC=C4,90
CIDs00013314,lormetazepam,335.18468,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,Lormetazepam,FJIKWRGCXUCUIG-UHFFFAOYSA-N,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,92
CIDs00004174,metyrapone,226.27376,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,Metyrapone,FJLBFSROUSIWMA-UHFFFAOYSA-N,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,90
CIDs00446155,fluvastatin,411.465943,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,Fluvastatin,FJLGEFLZQAZZCD-MCBHFWOFSA-N,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,91
CIDs44263835,collodion,999.41024,C(C1C(C(C(C(O1)OC2C(OC(C(C2O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])OC3C(C(C(C(O3)CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],Pyroxylin,FJWGYAHXMCUOOM-QHOUIDNNSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])OC3C(C(C(C(O3)CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],44
CIDs05311000,alclometasone,408.91566,CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl,Alclometasone,FJXOGVLKCZQRDN-PHCHRAKRSA-N,CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl,92
CIDs11531537,AGN-PC-0J23E0,404.54294,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,Eliglustat,FJZZPCZKBUKGGU-AUSIDOKSSA-N,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,9
CIDs00130313,sulbactam,233.24164,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,Sulbactam,FKENQMMABCRJMK-RITPCOANSA-N,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,89
CIDm24900341,daclatasvir,738.875,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,Daclatasvir,FKRSSPOQAMALKA-CUPIEXAXSA-N,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,91
CIDs00004374,N-methylephedrine,179.25878,CC(C(C1=CC=CC=C1)O)N(C)C,Methylephedrine,FMCGSUUBYTWNDP-UHFFFAOYSA-N,CC(C(C1=CC=CC=C1)O)N(C)C,88
CIDs71310727,Prasterone-d6,294.461391,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,Prasterone,FMGSKLZLMKYGDP-USOAJAOKSA-N,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,87
CIDs00019005,zinc carbonate,125.3889,C(=O)([O-])[O-].[Zn+2],Zinc Carbonate,FMRLDPWIRHBCCC-UHFFFAOYSA-L,C(=O)([O-])[O-].[Zn+2],86
CIDs11167602,regorafenib,482.815413,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,Regorafenib,FNHKPVJBJVTLMP-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,91
CIDs00005453,thiotepa,189.218342,C1CN1P(=S)(N2CC2)N3CC3,Thiotepa,FOCVUCIESVLUNU-UHFFFAOYSA-N,C1CN1P(=S)(N2CC2)N3CC3,88
CIDs00072454,Halofantrina,500.42371,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,Halofantrine,FOHHNHSLJDZUGQ-UHFFFAOYSA-N,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,92
CIDs00003822,ketanserin,395.426783,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,Ketanserin,FPCCSQOGAWCVBH-UHFFFAOYSA-N,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,90
CIDs09947823,9-cis-retinol,286.4516,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,Retinol,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,60
CIDs06918837,panobinostat,349.42622,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,Panobinostat,FPOHNWQLNRZRFC-ZHACJKMWSA-N,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,92
CIDs00020824,carbenicillin,378.39962,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,Carbenicillin,FPPNZSSZRUTDAP-UWFZAAFLSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,92
CIDs00439693,pentostatin,268.26914,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,Pentostatin,FPVKHBSQESCIEP-JQCXWYLXSA-N,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,91
CIDs00024403,sodium pyrophosphate,265.902401,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],Sodium Pyrophosphate,FQENQNTWSFEDLI-UHFFFAOYSA-J,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],90
CIDs00009433,aminophylline,420.42636,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,Aminophylline,FQPFAHBPWDRTLU-UHFFFAOYSA-N,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,92
CIDs00022530,mebhydrolin,276.3755,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4,Mebhydrolin,FQQIIPAOSKSOJM-UHFFFAOYSA-N,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4,91
CIDs00259331,estramustine,440.40314,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,Estramustine,FRPJXPJMRWBBIH-RBRWEJTLSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,92
CIDs00005634,10-undecenoic acid,184.2753,C=CCCCCCCCCC(=O)O,Undecenoic Acid,FRPZMMHWLSIFAZ-UHFFFAOYSA-N,C=CCCCCCCCCC(=O)O,79
CIDs46782109,Medroxyprogesterone-d3,347.506165,CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,Medroxyprogesterone,FRQMUZJSZHZSGN-HBNHAYAOSA-N,CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,93
CIDs00005511,tolperisone,245.35992,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,Tolperisone,FSKFPVLPFLJRQB-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,91
CIDs00001981,acemetacin,415.82372,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,Acemetacin,FSQKKOOTNAMONP-UHFFFAOYSA-N,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,90
CIDs00004891,praziquantel,312.40606,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,Praziquantel,FSVJFNAIGNNGKK-UHFFFAOYSA-N,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,92
CIDs00005070,riluzole,234.19831,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,Riluzole,FTALBRSUTCGOEG-UHFFFAOYSA-N,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,88
CIDs00004621,oxethazaine,467.64344,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2,Oxethazaine,FTLDJPRFCGDUFH-UHFFFAOYSA-N,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2,91
CIDs00005510,tolnaftate,307.40938,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,Tolnaftate,FUSNMLFNXJSCDI-UHFFFAOYSA-N,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,90
CIDs20056611,"fructofuranose-1,3,4,6-tetranicotinate",600.53236,C1=CC(=CN=C1)C(=O)OCC2C(C(C(O2)(COC(=O)C3=CN=CC=C3)O)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5,Nicofuranose,FUWFSXZKBMCSKF-ZASNTINBSA-N,C1=CC(=CN=C1)C(=O)OCC2C(C(C(O2)(COC(=O)C3=CN=CC=C3)O)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5,40
CIDs03081095,sodium iodide 124I,146.895979,[Na+].[I-],Sodium Iodide,FVAUCKIRQBBSSJ-UHFFFAOYSA-M,[Na+].[I-],71
CIDs24794466,SCHEMBL10316464,679.84932,CC(C)CC(C(=O)NC(CCCCN)C(=O)N1CCC(CC1)(C(=O)O)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N,Difelikefalin,FWMNVWWHGCHHJJ-SKKKGAJSSA-N,CC(C)CC(C(=O)NC(CCCCN)C(=O)N1CCC(CC1)(C(=O)O)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N,0
CIDs45138674,letermovir,572.550633,COC1=C(C=C(C=C1)C(F)(F)F)N2C(C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O,Letermovir,FWYSMLBETOMXAG-QHCPKHFHSA-N,COC1=C(C=C(C=C1)C(F)(F)F)N2C(C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O,90
CIDs91663255,enCIFer,866.549399,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.O.O.O.[OH-].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3],Sucroferric Oxyhydroxide,FWZTTZUKDVJDCM-CEJAUHOTSA-M,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.O.O.O.[OH-].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3],13
CIDs05287993,cellotriose,504.43708,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,Cellulase,FYGDTMLNYKFZSV-CSHPIKHBSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,50
CIDs00004912,probucol,516.84162,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,Probucol,FYPMFJGVHOHGLL-UHFFFAOYSA-N,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,88
CIDs06337547,magnesium-27,26.984341,[Mg],Magnesium,FYYHWMGAXLPEAU-UHFFFAOYSA-N,[Mg],76
CIDs00017477,ioglycamic acid,1127.70802,C1=C(C(=C(C(=C1I)NC(=O)COCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,Ioglycamic Acid,FZDZULUFHNDEDJ-UHFFFAOYSA-N,C1=C(C(=C(C(=C1I)NC(=O)COCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,87
CIDs00023926,lanthanum,138.90547,[La],Lanthanum,FZLIPJUXYLNCLC-UHFFFAOYSA-N,[La],89
CIDs05460037,dextran,504.43708,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)O)O)O)O)O)O)O)O)O)O)O,Dextran,FZWBNHMXJMCXLU-UHFFFAOYSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)O)O)O)O)O)O)O)O)O)O)O,86
CIDs00060953,capecitabine,359.350083,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,Capecitabine,GAGWJHPBXLXJQN-UORFTKCHSA-N,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,92
CIDs00009053,fluocortolone,376.461663,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)CO)C)O)C)F,Fluocortolone,GAKMQHDJQHZUTJ-ULHLPKEOSA-N,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)CO)C)O)C)F,92
CIDs70683024,pegfilgrastim,730.66954,CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,Pegfilgrastim,GAQMWPRWVIGRRV-IVDGIBIRSA-N,CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,92
CIDs70683024,pegfilgrastim,730.66954,CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,Lipegfilgrastim,GAQMWPRWVIGRRV-UHFFFAOYSA-N,CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,93
CIDs05311497,vinorelbine,778.93226,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,Vinorelbine,GBABOYUKABKIAF-IELIFDKJSA-N,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,91
CIDs00005735,zopiclone,388.80828,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,Zopiclone,GBBSUAFBMRNDJC-UHFFFAOYSA-N,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,89
CIDs00193653,carbocisteine,179.19426,C(C(C(=O)O)N)SCC(=O)O,Carbocisteine,GBFLZEXEOZUWRN-VKHMYHEASA-N,C(C(C(=O)O)N)SCC(=O)O,92
CIDs16186200,Corticorelin acetate,4757.45116,CCC(C)C(C(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CC1=CNC=N1)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CNC=N2)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)CC)NC(=O)C4CCCN4C(=O)C5CCCN5C(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)N,Corticorelin,GBONBLHJMVUBSJ-FAUHKOHMSA-N,CCC(C)C(C(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CC1=CNC=N1)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CNC=N2)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)CC)NC(=O)C4CCCN4C(=O)C5CCCN5C(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)N,75
CIDm00003222,enalapril,376.44672,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,Enalapril,GBXSMTUPTTWBMN-XIRDDKMYSA-N,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,89
CIDs06917715,etonogestrel,324.45652,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,Etonogestrel,GCKFUYQCUCGESZ-BPIQYHPVSA-N,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,92
CIDs00055645,quinagolide,395.55932,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC,Quinagolide,GDFGTRDCCWFXTG-ZIFCJYIRSA-N,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC,91
CIDs00003019,diazoxide,230.67138,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Diazoxide,GDLBFKVLRPITMI-UHFFFAOYSA-N,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,89
CIDs00002801,clomipramine,314.85232,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,Clomipramine,GDLIGKIOYRNHDA-UHFFFAOYSA-N,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,92
CIDs00007083,toluidine blue,305.82564,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-],Tolonium Chloride,GEDVVYWLPUPJJZ-UHFFFAOYSA-N,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-],39
CIDs00066379,stannous pyrophosphate,411.363324,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Sn+2].[Sn+2],Stannous Pyrophosphate,GEZAUFNYMZVOFV-UHFFFAOYSA-J,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Sn+2].[Sn+2],91
CIDs57882566,AGN-PC-00IU93,267.6717,C1=CC=C(C(=C1)C(CN2N=CN=N2)OC(=O)N)Cl,Cenobamate,GFHAXPJGXSQLPT-VIFPVBQESA-N,C1=CC=C(C(=C1)C(CN2N=CN=N2)OC(=O)N)Cl,9
CIDs46782053,Leuprolide-ethyl-d5,1214.429069,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,Leuprorelin,GFIJNRVAKGFPGQ-LIJARHBVSA-N,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,53
CIDs00031307,triamcinolone,394.433883,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,Triamcinolone,GFNANZIMVAIWHM-OBYCQNJPSA-N,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,92
CIDs00158536,Gd-DOTA,558.6417,C1CN(CCN(CCN(CCN1CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],Gadoteric Acid,GFSTXYOTEVLASN-UHFFFAOYSA-K,C1CN(CCN(CCN(CCN1CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],29
CIDs00041693,sufentanil,386.5508,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,Sufentanil,GGCSSNBKKAUURC-UHFFFAOYSA-N,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,90
CIDs05311221,latanoprost,432.5928,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O,Latanoprost,GGXICVAJURFBLW-CEYXHVGTSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O,91
CIDs00003324,famciclovir,321.33176,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,Famciclovir,GGXKWVWZWMLJEH-UHFFFAOYSA-N,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,91
CIDs00003385,5-fluorouracil,130.077223,C1=C(C(=O)NC(=O)N1)F,Fluorouracil,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,85
CIDs00005054,resorcinol,110.11064,C1=CC(=CC(=C1)O)O,Resorcinol,GHMLBKRAJCXXBS-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)O,90
CIDs09552079,chlorhexidine,505.4466,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,Chlorhexidine,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,92
