Drug,SOC_ABBREV,event_count,total_drug_reports,total_event_report,total_reports
Buclizine,Neopl,1,135,30949,2398539
Buclizine,Nerv,32,135,369711,2398539
Buclizine,Preg,1,135,20629,2398539
Buclizine,Prod,1,135,20547,2398539
Buclizine,Psych,6,135,234508,2398539
Buclizine,Renal,2,135,54496,2398539
Buclizine,Resp,8,135,144266,2398539
Buclizine,Skin,22,135,342793,2398539
Buclizine,Vasc,5,135,78716,2398539
Budesonide,Blood,16,2992,71008,2398539
Budesonide,Card,104,2992,85175,2398539
Budesonide,Cong,9,2992,13078,2398539
Budesonide,Ear,15,2992,19592,2398539
Budesonide,Endo,46,2992,8562,2398539
Budesonide,Eye,101,2992,75573,2398539
Budesonide,Gastr,466,2992,384857,2398539
Budesonide,Hepat,20,2992,39495,2398539
Budesonide,Immun,55,2992,44496,2398539
Budesonide,Infec,132,2992,119417,2398539
Budesonide,Metab,33,2992,66918,2398539
Budesonide,Musc,160,2992,127857,2398539
Budesonide,Neopl,11,2992,30949,2398539
Budesonide,Nerv,399,2992,369711,2398539
Budesonide,Preg,13,2992,20629,2398539
Budesonide,Prod,104,2992,20547,2398539
Budesonide,Psych,268,2992,234508,2398539
Budesonide,Renal,25,2992,54496,2398539
Budesonide,Repro,16,2992,45896,2398539
Budesonide,Resp,598,2992,144266,2398539
Budesonide,Skin,356,2992,342793,2398539
Budesonide,Vasc,45,2992,78716,2398539
Bufexamac,Nerv,1,17,369711,2398539
Bufexamac,Skin,16,17,342793,2398539
Bulevirtide,Blood,1,9,71008,2398539
Bulevirtide,Gastr,1,9,384857,2398539
Bulevirtide,Musc,1,9,127857,2398539
Bulevirtide,Nerv,3,9,369711,2398539
Bulevirtide,Psych,1,9,234508,2398539
Bulevirtide,Skin,2,9,342793,2398539
Bumetanide,Blood,52,1056,71008,2398539
Bumetanide,Card,27,1056,85175,2398539
Bumetanide,Cong,1,1056,13078,2398539
Bumetanide,Ear,26,1056,19592,2398539
Bumetanide,Endo,3,1056,8562,2398539
Bumetanide,Eye,11,1056,75573,2398539
Bumetanide,Gastr,121,1056,384857,2398539
Bumetanide,Hepat,5,1056,39495,2398539
Bumetanide,Immun,4,1056,44496,2398539
Bumetanide,Infec,20,1056,119417,2398539
Bumetanide,Metab,157,1056,66918,2398539
Bumetanide,Musc,69,1056,127857,2398539
Bumetanide,Neopl,4,1056,30949,2398539
Bumetanide,Nerv,66,1056,369711,2398539
Bumetanide,Prod,3,1056,20547,2398539
Bumetanide,Psych,28,1056,234508,2398539
Bumetanide,Renal,164,1056,54496,2398539
Bumetanide,Repro,20,1056,45896,2398539
Bumetanide,Resp,31,1056,144266,2398539
Bumetanide,Skin,192,1056,342793,2398539
Bumetanide,Vasc,52,1056,78716,2398539
Bupivacaine,Blood,4,1179,71008,2398539
Bupivacaine,Card,115,1179,85175,2398539
Bupivacaine,Ear,5,1179,19592,2398539
Bupivacaine,Endo,5,1179,8562,2398539
Bupivacaine,Eye,78,1179,75573,2398539
Bupivacaine,Gastr,60,1179,384857,2398539
Bupivacaine,Hepat,9,1179,39495,2398539
Bupivacaine,Immun,49,1179,44496,2398539
Bupivacaine,Infec,8,1179,119417,2398539
Bupivacaine,Metab,12,1179,66918,2398539
Bupivacaine,Musc,54,1179,127857,2398539
Bupivacaine,Neopl,2,1179,30949,2398539
Bupivacaine,Nerv,390,1179,369711,2398539
Bupivacaine,Preg,26,1179,20629,2398539
Bupivacaine,Prod,1,1179,20547,2398539
Bupivacaine,Psych,90,1179,234508,2398539
Bupivacaine,Renal,12,1179,54496,2398539
Bupivacaine,Repro,6,1179,45896,2398539
Bupivacaine,Resp,97,1179,144266,2398539
Bupivacaine,Skin,57,1179,342793,2398539
Bupivacaine,Vasc,99,1179,78716,2398539
Buprenorphine,Blood,1,6666,71008,2398539
Buprenorphine,Card,127,6666,85175,2398539
Buprenorphine,Cong,9,6666,13078,2398539
Buprenorphine,Ear,97,6666,19592,2398539
Buprenorphine,Endo,5,6666,8562,2398539
Buprenorphine,Eye,136,6666,75573,2398539
Buprenorphine,Gastr,1320,6666,384857,2398539
Buprenorphine,Hepat,15,6666,39495,2398539
Buprenorphine,Immun,107,6666,44496,2398539
Buprenorphine,Infec,94,6666,119417,2398539
Buprenorphine,Metab,82,6666,66918,2398539
Buprenorphine,Musc,165,6666,127857,2398539
Buprenorphine,Neopl,11,6666,30949,2398539
Buprenorphine,Nerv,1313,6666,369711,2398539
Buprenorphine,Preg,54,6666,20629,2398539
Buprenorphine,Prod,172,6666,20547,2398539
Buprenorphine,Psych,956,6666,234508,2398539
Buprenorphine,Renal,102,6666,54496,2398539
Buprenorphine,Repro,39,6666,45896,2398539
Buprenorphine,Resp,305,6666,144266,2398539
Buprenorphine,Skin,1394,6666,342793,2398539
Buprenorphine,Vasc,162,6666,78716,2398539
Bupropion,Blood,26,18691,71008,2398539
Bupropion,Card,527,18691,85175,2398539
Bupropion,Cong,4,18691,13078,2398539
Bupropion,Ear,228,18691,19592,2398539
Bupropion,Endo,13,18691,8562,2398539
Bupropion,Eye,489,18691,75573,2398539
Bupropion,Gastr,2660,18691,384857,2398539
Bupropion,Hepat,23,18691,39495,2398539
Bupropion,Immun,167,18691,44496,2398539
Bupropion,Infec,75,18691,119417,2398539
Bupropion,Metab,198,18691,66918,2398539
Bupropion,Musc,882,18691,127857,2398539
Bupropion,Neopl,10,18691,30949,2398539
Bupropion,Nerv,4026,18691,369711,2398539
Bupropion,Preg,15,18691,20629,2398539
Bupropion,Prod,6,18691,20547,2398539
Bupropion,Psych,4372,18691,234508,2398539
Bupropion,Renal,98,18691,54496,2398539
Bupropion,Repro,123,18691,45896,2398539
Bupropion,Resp,689,18691,144266,2398539
Bupropion,Skin,3813,18691,342793,2398539
Bupropion,Vasc,247,18691,78716,2398539
Burosumab,Endo,1,67,8562,2398539
Burosumab,Gastr,2,67,384857,2398539
Burosumab,Infec,5,67,119417,2398539
Burosumab,Metab,2,67,66918,2398539
Burosumab,Musc,20,67,127857,2398539
Burosumab,Nerv,15,67,369711,2398539
Burosumab,Preg,1,67,20629,2398539
Burosumab,Prod,1,67,20547,2398539
Burosumab,Psych,1,67,234508,2398539
Burosumab,Renal,10,67,54496,2398539
Burosumab,Resp,3,67,144266,2398539
Burosumab,Skin,6,67,342793,2398539
Buserelin,Blood,2,322,71008,2398539
Buserelin,Card,11,322,85175,2398539
Buserelin,Cong,6,322,13078,2398539
Buserelin,Ear,13,322,19592,2398539
Buserelin,Endo,2,322,8562,2398539
Buserelin,Eye,11,322,75573,2398539
Buserelin,Gastr,47,322,384857,2398539
Buserelin,Immun,6,322,44496,2398539
Buserelin,Infec,10,322,119417,2398539
Buserelin,Metab,4,322,66918,2398539
Buserelin,Musc,17,322,127857,2398539
Buserelin,Neopl,6,322,30949,2398539
Buserelin,Nerv,70,322,369711,2398539
Buserelin,Preg,4,322,20629,2398539
Buserelin,Prod,3,322,20547,2398539
Buserelin,Psych,27,322,234508,2398539
Buserelin,Renal,1,322,54496,2398539
Buserelin,Repro,15,322,45896,2398539
Buserelin,Resp,15,322,144266,2398539
Buserelin,Skin,44,322,342793,2398539
Buserelin,Vasc,8,322,78716,2398539
Buspirone,Blood,6,804,71008,2398539
Buspirone,Card,33,804,85175,2398539
Buspirone,Ear,17,804,19592,2398539
Buspirone,Endo,1,804,8562,2398539
Buspirone,Eye,23,804,75573,2398539
Buspirone,Gastr,111,804,384857,2398539
Buspirone,Hepat,7,804,39495,2398539
Buspirone,Immun,2,804,44496,2398539
Buspirone,Infec,5,804,119417,2398539
Buspirone,Metab,8,804,66918,2398539
Buspirone,Musc,29,804,127857,2398539
Buspirone,Nerv,280,804,369711,2398539
Buspirone,Preg,4,804,20629,2398539
Buspirone,Psych,160,804,234508,2398539
Buspirone,Renal,8,804,54496,2398539
Buspirone,Repro,6,804,45896,2398539
Buspirone,Resp,18,804,144266,2398539
Buspirone,Skin,71,804,342793,2398539
Buspirone,Vasc,15,804,78716,2398539
Busulphan,Blood,57,717,71008,2398539
Busulphan,Card,21,717,85175,2398539
Busulphan,Cong,6,717,13078,2398539
Busulphan,Ear,1,717,19592,2398539
Busulphan,Endo,14,717,8562,2398539
Busulphan,Eye,7,717,75573,2398539
Busulphan,Gastr,45,717,384857,2398539
Busulphan,Hepat,56,717,39495,2398539
Busulphan,Immun,40,717,44496,2398539
Busulphan,Infec,166,717,119417,2398539
Busulphan,Metab,11,717,66918,2398539
Busulphan,Musc,8,717,127857,2398539
Busulphan,Neopl,38,717,30949,2398539
Busulphan,Nerv,39,717,369711,2398539
Busulphan,Preg,1,717,20629,2398539
Busulphan,Psych,1,717,234508,2398539
Busulphan,Renal,47,717,54496,2398539
Busulphan,Repro,3,717,45896,2398539
Busulphan,Resp,88,717,144266,2398539
Busulphan,Skin,23,717,342793,2398539
Busulphan,Vasc,45,717,78716,2398539
Butenafine,Skin,1,1,342793,2398539
Butethamate,Skin,1,1,342793,2398539
Butobarbitone,Blood,5,60,71008,2398539
Butobarbitone,Card,1,60,85175,2398539
Butobarbitone,Cong,1,60,13078,2398539
Butobarbitone,Eye,1,60,75573,2398539
Butobarbitone,Gastr,2,60,384857,2398539
Butobarbitone,Hepat,6,60,39495,2398539
Butobarbitone,Metab,2,60,66918,2398539
Butobarbitone,Musc,2,60,127857,2398539
Butobarbitone,Nerv,8,60,369711,2398539
Butobarbitone,Prod,1,60,20547,2398539
Butobarbitone,Psych,5,60,234508,2398539
Butobarbitone,Renal,9,60,54496,2398539
Butobarbitone,Resp,2,60,144266,2398539
Butobarbitone,Skin,13,60,342793,2398539
Butobarbitone,Vasc,2,60,78716,2398539
Butorphanol,Card,2,4,85175,2398539
Butorphanol,Ear,1,4,19592,2398539
Butorphanol,Vasc,1,4,78716,2398539
Butriptyline,Card,2,37,85175,2398539
Butriptyline,Ear,2,37,19592,2398539
Butriptyline,Eye,3,37,75573,2398539
Butriptyline,Gastr,8,37,384857,2398539
Butriptyline,Metab,1,37,66918,2398539
Butriptyline,Nerv,15,37,369711,2398539
Butriptyline,Psych,1,37,234508,2398539
Butriptyline,Repro,1,37,45896,2398539
Butriptyline,Skin,4,37,342793,2398539
Butyl Aminobenzoate,Eye,1,7,75573,2398539
Butyl Aminobenzoate,Gastr,1,7,384857,2398539
Butyl Aminobenzoate,Immun,1,7,44496,2398539
Butyl Aminobenzoate,Nerv,1,7,369711,2398539
Butyl Aminobenzoate,Resp,2,7,144266,2398539
Butyl Aminobenzoate,Skin,1,7,342793,2398539
Butylated Hydroxytoluene,Eye,1,4,75573,2398539
Butylated Hydroxytoluene,Nerv,3,4,369711,2398539
Cabazitaxel,Blood,19,274,71008,2398539
Cabazitaxel,Card,17,274,85175,2398539
Cabazitaxel,Ear,2,274,19592,2398539
Cabazitaxel,Eye,3,274,75573,2398539
Cabazitaxel,Gastr,55,274,384857,2398539
Cabazitaxel,Immun,5,274,44496,2398539
Cabazitaxel,Infec,37,274,119417,2398539
Cabazitaxel,Metab,10,274,66918,2398539
Cabazitaxel,Musc,13,274,127857,2398539
Cabazitaxel,Neopl,13,274,30949,2398539
Cabazitaxel,Nerv,22,274,369711,2398539
Cabazitaxel,Psych,5,274,234508,2398539
Cabazitaxel,Renal,17,274,54496,2398539
Cabazitaxel,Resp,33,274,144266,2398539
Cabazitaxel,Skin,14,274,342793,2398539
Cabazitaxel,Vasc,9,274,78716,2398539
Cabergoline,Blood,6,914,71008,2398539
Cabergoline,Card,118,914,85175,2398539
Cabergoline,Cong,27,914,13078,2398539
Cabergoline,Ear,3,914,19592,2398539
Cabergoline,Endo,8,914,8562,2398539
Cabergoline,Eye,18,914,75573,2398539
Cabergoline,Gastr,74,914,384857,2398539
Cabergoline,Hepat,2,914,39495,2398539
Cabergoline,Immun,2,914,44496,2398539
Cabergoline,Infec,6,914,119417,2398539
Cabergoline,Metab,12,914,66918,2398539
Cabergoline,Musc,30,914,127857,2398539
Cabergoline,Neopl,9,914,30949,2398539
Cabergoline,Nerv,159,914,369711,2398539
Cabergoline,Preg,40,914,20629,2398539
Cabergoline,Psych,187,914,234508,2398539
Cabergoline,Renal,13,914,54496,2398539
Cabergoline,Repro,26,914,45896,2398539
Cabergoline,Resp,81,914,144266,2398539
Cabergoline,Skin,48,914,342793,2398539
Cabergoline,Vasc,45,914,78716,2398539
Cabotegravir,Gastr,15,154,384857,2398539
Cabotegravir,Hepat,3,154,39495,2398539
Cabotegravir,Immun,6,154,44496,2398539
Cabotegravir,Infec,31,154,119417,2398539
Cabotegravir,Metab,2,154,66918,2398539
Cabotegravir,Musc,19,154,127857,2398539
Cabotegravir,Neopl,1,154,30949,2398539
Cabotegravir,Nerv,15,154,369711,2398539
Cabotegravir,Preg,3,154,20629,2398539
Cabotegravir,Prod,3,154,20547,2398539
Cabotegravir,Psych,17,154,234508,2398539
Cabotegravir,Renal,3,154,54496,2398539
Cabotegravir,Repro,5,154,45896,2398539
Cabotegravir,Resp,6,154,144266,2398539
Cabotegravir,Skin,22,154,342793,2398539
Cabotegravir,Vasc,3,154,78716,2398539
Cabozantinib,Blood,12,700,71008,2398539
Cabozantinib,Card,15,700,85175,2398539
Cabozantinib,Ear,1,700,19592,2398539
Cabozantinib,Endo,22,700,8562,2398539
Cabozantinib,Eye,1,700,75573,2398539
Cabozantinib,Gastr,200,700,384857,2398539
Cabozantinib,Hepat,24,700,39495,2398539
Cabozantinib,Immun,2,700,44496,2398539
Cabozantinib,Infec,36,700,119417,2398539
Cabozantinib,Metab,40,700,66918,2398539
Cabozantinib,Musc,31,700,127857,2398539
Cabozantinib,Neopl,91,700,30949,2398539
Cabozantinib,Nerv,40,700,369711,2398539
Cabozantinib,Psych,11,700,234508,2398539
Cabozantinib,Renal,21,700,54496,2398539
Cabozantinib,Repro,1,700,45896,2398539
Cabozantinib,Resp,42,700,144266,2398539
Cabozantinib,Skin,90,700,342793,2398539
Cabozantinib,Vasc,20,700,78716,2398539
Cadexomer-Iodine,Endo,1,11,8562,2398539
Cadexomer-Iodine,Gastr,3,11,384857,2398539
Cadexomer-Iodine,Immun,1,11,44496,2398539
Cadexomer-Iodine,Musc,1,11,127857,2398539
Cadexomer-Iodine,Nerv,1,11,369711,2398539
Cadexomer-Iodine,Skin,4,11,342793,2398539
Caffeine,Blood,46,3180,71008,2398539
Caffeine,Card,146,3180,85175,2398539
Caffeine,Cong,24,3180,13078,2398539
Caffeine,Ear,26,3180,19592,2398539
Caffeine,Endo,10,3180,8562,2398539
Caffeine,Eye,76,3180,75573,2398539
Caffeine,Gastr,859,3180,384857,2398539
Caffeine,Hepat,34,3180,39495,2398539
Caffeine,Immun,93,3180,44496,2398539
Caffeine,Infec,28,3180,119417,2398539
Caffeine,Metab,35,3180,66918,2398539
Caffeine,Musc,95,3180,127857,2398539
Caffeine,Neopl,2,3180,30949,2398539
Caffeine,Nerv,512,3180,369711,2398539
Caffeine,Preg,10,3180,20629,2398539
Caffeine,Prod,62,3180,20547,2398539
Caffeine,Psych,342,3180,234508,2398539
Caffeine,Renal,58,3180,54496,2398539
Caffeine,Repro,14,3180,45896,2398539
Caffeine,Resp,185,3180,144266,2398539
Caffeine,Skin,431,3180,342793,2398539
Caffeine,Vasc,92,3180,78716,2398539
Calcipotriol,Blood,5,1105,71008,2398539
Calcipotriol,Card,2,1105,85175,2398539
Calcipotriol,Cong,2,1105,13078,2398539
Calcipotriol,Ear,2,1105,19592,2398539
Calcipotriol,Endo,12,1105,8562,2398539
Calcipotriol,Eye,15,1105,75573,2398539
Calcipotriol,Gastr,45,1105,384857,2398539
Calcipotriol,Hepat,2,1105,39495,2398539
Calcipotriol,Immun,19,1105,44496,2398539
Calcipotriol,Infec,29,1105,119417,2398539
Calcipotriol,Metab,16,1105,66918,2398539
Calcipotriol,Musc,37,1105,127857,2398539
Calcipotriol,Neopl,8,1105,30949,2398539
Calcipotriol,Nerv,54,1105,369711,2398539
Calcipotriol,Preg,1,1105,20629,2398539
Calcipotriol,Prod,6,1105,20547,2398539
Calcipotriol,Psych,24,1105,234508,2398539
Calcipotriol,Renal,15,1105,54496,2398539
Calcipotriol,Repro,4,1105,45896,2398539
Calcipotriol,Resp,23,1105,144266,2398539
Calcipotriol,Skin,778,1105,342793,2398539
Calcipotriol,Vasc,6,1105,78716,2398539
Calcitonin,Blood,2,446,71008,2398539
Calcitonin,Card,21,446,85175,2398539
Calcitonin,Cong,1,446,13078,2398539
Calcitonin,Ear,4,446,19592,2398539
Calcitonin,Endo,3,446,8562,2398539
Calcitonin,Eye,3,446,75573,2398539
Calcitonin,Gastr,122,446,384857,2398539
Calcitonin,Hepat,4,446,39495,2398539
Calcitonin,Immun,7,446,44496,2398539
Calcitonin,Infec,7,446,119417,2398539
Calcitonin,Metab,13,446,66918,2398539
Calcitonin,Musc,20,446,127857,2398539
Calcitonin,Neopl,7,446,30949,2398539
Calcitonin,Nerv,73,446,369711,2398539
Calcitonin,Psych,19,446,234508,2398539
Calcitonin,Renal,13,446,54496,2398539
Calcitonin,Repro,3,446,45896,2398539
Calcitonin,Resp,16,446,144266,2398539
Calcitonin,Skin,49,446,342793,2398539
Calcitonin,Vasc,59,446,78716,2398539
Calcium,Blood,50,7443,71008,2398539
Calcium,Card,258,7443,85175,2398539
Calcium,Cong,23,7443,13078,2398539
Calcium,Ear,35,7443,19592,2398539
Calcium,Endo,9,7443,8562,2398539
Calcium,Eye,92,7443,75573,2398539
Calcium,Gastr,1844,7443,384857,2398539
Calcium,Hepat,53,7443,39495,2398539
Calcium,Immun,146,7443,44496,2398539
Calcium,Infec,1458,7443,119417,2398539
Calcium,Metab,470,7443,66918,2398539
Calcium,Musc,304,7443,127857,2398539
Calcium,Neopl,58,7443,30949,2398539
Calcium,Nerv,627,7443,369711,2398539
Calcium,Preg,47,7443,20629,2398539
Calcium,Prod,153,7443,20547,2398539
Calcium,Psych,290,7443,234508,2398539
Calcium,Renal,216,7443,54496,2398539
Calcium,Repro,39,7443,45896,2398539
Calcium,Resp,361,7443,144266,2398539
Calcium,Skin,698,7443,342793,2398539
Calcium,Vasc,212,7443,78716,2398539
Calcium Fluoride,Gastr,1,6,384857,2398539
Calcium Fluoride,Resp,1,6,144266,2398539
Calcium Fluoride,Skin,4,6,342793,2398539
Calendula,Blood,1,35,71008,2398539
Calendula,Card,3,35,85175,2398539
Calendula,Eye,2,35,75573,2398539
Calendula,Gastr,4,35,384857,2398539
Calendula,Hepat,2,35,39495,2398539
Calendula,Metab,1,35,66918,2398539
Calendula,Nerv,1,35,369711,2398539
Calendula,Psych,2,35,234508,2398539
Calendula,Renal,2,35,54496,2398539
Calendula,Resp,1,35,144266,2398539
Calendula,Skin,16,35,342793,2398539
Calotropis,Prod,1,2,20547,2398539
Calotropis,Skin,1,2,342793,2398539
Camellia Sinensis,Blood,2,166,71008,2398539
Camellia Sinensis,Card,18,166,85175,2398539
Camellia Sinensis,Eye,4,166,75573,2398539
Camellia Sinensis,Gastr,25,166,384857,2398539
Camellia Sinensis,Hepat,9,166,39495,2398539
Camellia Sinensis,Immun,1,166,44496,2398539
Camellia Sinensis,Infec,1,166,119417,2398539
Camellia Sinensis,Metab,2,166,66918,2398539
Camellia Sinensis,Musc,5,166,127857,2398539
Camellia Sinensis,Nerv,44,166,369711,2398539
Camellia Sinensis,Preg,2,166,20629,2398539
Camellia Sinensis,Psych,26,166,234508,2398539
Camellia Sinensis,Renal,5,166,54496,2398539
Camellia Sinensis,Repro,1,166,45896,2398539
Camellia Sinensis,Resp,6,166,144266,2398539
Camellia Sinensis,Skin,13,166,342793,2398539
Camellia Sinensis,Vasc,2,166,78716,2398539
Camphene,Skin,1,1,342793,2398539
Camphor,Blood,4,384,71008,2398539
Camphor,Card,5,384,85175,2398539
Camphor,Ear,4,384,19592,2398539
Camphor,Eye,22,384,75573,2398539
Camphor,Gastr,37,384,384857,2398539
Camphor,Hepat,4,384,39495,2398539
Camphor,Immun,8,384,44496,2398539
Camphor,Infec,8,384,119417,2398539
Camphor,Metab,2,384,66918,2398539
Camphor,Musc,3,384,127857,2398539
Camphor,Nerv,41,384,369711,2398539
Camphor,Preg,1,384,20629,2398539
Camphor,Prod,15,384,20547,2398539
Camphor,Psych,18,384,234508,2398539
Camphor,Renal,1,384,54496,2398539
Camphor,Repro,1,384,45896,2398539
Camphor,Resp,48,384,144266,2398539
Camphor,Skin,156,384,342793,2398539
Camphor,Vasc,6,384,78716,2398539
Camphorated Opium Tincture,Skin,3,3,342793,2398539
Camptothecin,Blood,1,1,71008,2398539
Canagliflozin,Blood,1,1619,71008,2398539
Canagliflozin,Card,25,1619,85175,2398539
Canagliflozin,Cong,5,1619,13078,2398539
Canagliflozin,Ear,6,1619,19592,2398539
Canagliflozin,Eye,17,1619,75573,2398539
Canagliflozin,Gastr,199,1619,384857,2398539
Canagliflozin,Hepat,5,1619,39495,2398539
Canagliflozin,Immun,7,1619,44496,2398539
Canagliflozin,Infec,270,1619,119417,2398539
Canagliflozin,Metab,367,1619,66918,2398539
Canagliflozin,Musc,69,1619,127857,2398539
Canagliflozin,Neopl,14,1619,30949,2398539
Canagliflozin,Nerv,126,1619,369711,2398539
Canagliflozin,Preg,2,1619,20629,2398539
Canagliflozin,Psych,61,1619,234508,2398539
Canagliflozin,Renal,128,1619,54496,2398539
Canagliflozin,Repro,75,1619,45896,2398539
Canagliflozin,Resp,34,1619,144266,2398539
Canagliflozin,Skin,168,1619,342793,2398539
Canagliflozin,Vasc,40,1619,78716,2398539
Canakinumab,Blood,3,91,71008,2398539
Canakinumab,Card,5,91,85175,2398539
Canakinumab,Cong,3,91,13078,2398539
Canakinumab,Gastr,15,91,384857,2398539
Canakinumab,Hepat,1,91,39495,2398539
Canakinumab,Immun,3,91,44496,2398539
Canakinumab,Infec,20,91,119417,2398539
Canakinumab,Metab,5,91,66918,2398539
Canakinumab,Musc,9,91,127857,2398539
Canakinumab,Neopl,2,91,30949,2398539
Canakinumab,Nerv,3,91,369711,2398539
Canakinumab,Preg,2,91,20629,2398539
Canakinumab,Psych,1,91,234508,2398539
Canakinumab,Renal,3,91,54496,2398539
Canakinumab,Repro,1,91,45896,2398539
Canakinumab,Resp,3,91,144266,2398539
Canakinumab,Skin,11,91,342793,2398539
Canakinumab,Vasc,1,91,78716,2398539
Candesartan,Blood,34,4011,71008,2398539
Candesartan,Card,184,4011,85175,2398539
Candesartan,Cong,20,4011,13078,2398539
Candesartan,Ear,49,4011,19592,2398539
Candesartan,Endo,8,4011,8562,2398539
Candesartan,Eye,151,4011,75573,2398539
Candesartan,Gastr,540,4011,384857,2398539
Candesartan,Hepat,36,4011,39495,2398539
Candesartan,Immun,32,4011,44496,2398539
Candesartan,Infec,73,4011,119417,2398539
Candesartan,Metab,170,4011,66918,2398539
Candesartan,Musc,417,4011,127857,2398539
Candesartan,Neopl,13,4011,30949,2398539
Candesartan,Nerv,678,4011,369711,2398539
Candesartan,Preg,10,4011,20629,2398539
Candesartan,Prod,56,4011,20547,2398539
Candesartan,Psych,258,4011,234508,2398539
Candesartan,Renal,169,4011,54496,2398539
Candesartan,Repro,65,4011,45896,2398539
Candesartan,Resp,358,4011,144266,2398539
Candesartan,Skin,530,4011,342793,2398539
Candesartan,Vasc,160,4011,78716,2398539
Cangrelor,Blood,1,2,71008,2398539
Cangrelor,Infec,1,2,119417,2398539
Cannabidiol,Blood,7,995,71008,2398539
Cannabidiol,Card,20,995,85175,2398539
Cannabidiol,Ear,9,995,19592,2398539
Cannabidiol,Eye,16,995,75573,2398539
Cannabidiol,Gastr,197,995,384857,2398539
Cannabidiol,Hepat,6,995,39495,2398539
Cannabidiol,Immun,10,995,44496,2398539
Cannabidiol,Infec,31,995,119417,2398539
Cannabidiol,Metab,33,995,66918,2398539
Cannabidiol,Musc,33,995,127857,2398539
Cannabidiol,Neopl,5,995,30949,2398539
Cannabidiol,Nerv,289,995,369711,2398539
Cannabidiol,Prod,31,995,20547,2398539
Cannabidiol,Psych,163,995,234508,2398539
Cannabidiol,Renal,5,995,54496,2398539
Cannabidiol,Repro,2,995,45896,2398539
Cannabidiol,Resp,69,995,144266,2398539
Cannabidiol,Skin,50,995,342793,2398539
Cannabidiol,Vasc,19,995,78716,2398539
Cannabis Sativa,Blood,1,460,71008,2398539
Cannabis Sativa,Card,26,460,85175,2398539
Cannabis Sativa,Cong,10,460,13078,2398539
Cannabis Sativa,Ear,5,460,19592,2398539
Cannabis Sativa,Eye,18,460,75573,2398539
Cannabis Sativa,Gastr,25,460,384857,2398539
Cannabis Sativa,Hepat,6,460,39495,2398539
Cannabis Sativa,Immun,3,460,44496,2398539
Cannabis Sativa,Infec,15,460,119417,2398539
Cannabis Sativa,Metab,11,460,66918,2398539
Cannabis Sativa,Musc,11,460,127857,2398539
Cannabis Sativa,Nerv,101,460,369711,2398539
Cannabis Sativa,Preg,5,460,20629,2398539
Cannabis Sativa,Prod,4,460,20547,2398539
Cannabis Sativa,Psych,136,460,234508,2398539
Cannabis Sativa,Renal,8,460,54496,2398539
Cannabis Sativa,Resp,35,460,144266,2398539
Cannabis Sativa,Skin,23,460,342793,2398539
Cannabis Sativa,Vasc,17,460,78716,2398539
Canrenoic Acid,Card,5,10,85175,2398539
Canrenoic Acid,Immun,1,10,44496,2398539
Canrenoic Acid,Metab,1,10,66918,2398539
Canrenoic Acid,Skin,2,10,342793,2398539
Canrenoic Acid,Vasc,1,10,78716,2398539
Capecitabine,Blood,175,3867,71008,2398539
Capecitabine,Card,390,3867,85175,2398539
Capecitabine,Cong,18,3867,13078,2398539
Capecitabine,Ear,10,3867,19592,2398539
Capecitabine,Endo,6,3867,8562,2398539
