Drug,chembl_id,Similar drug,Similar chembl id,SMILES,InChI Key,ATC Classifications
Chlorprothixene,CHEMBL908,,CHEMBL1406274,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21.Cl,YWKRLOSRDGPEJR-FJUODKGNSA-N,Unknown
Chlorprothixene,CHEMBL908,CHLORPROTHIXENE HYDROCHLORIDE,CHEMBL1256658,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21.Cl,YWKRLOSRDGPEJR-KIUKIJHYSA-N,Unknown
Chlorprothixene,CHEMBL908,,CHEMBL90125,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,WSPOMRSOLSGNFJ-VGOFMYFVSA-N,Unknown
Chlorthalidone,CHEMBL1055,,CHEMBL402262,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-AWEZNQCLSA-N,Unknown
Chlorthalidone,CHEMBL1055,(R)-CHLORTHALIDONE,CHEMBL255014,NS(=O)(=O)c1cc([C@]2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-CQSZACIVSA-N,Unknown
Cholic Acid,CHEMBL205596,,CHEMBL3187726,C1CNCCN1.C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,GQCPPZBFHGESNJ-TUJRSCDTSA-N,Unknown
Cholic Acid,CHEMBL205596,,CHEMBL1622107,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@H]3[C@@H](C[C@@H](O)[C@]21C)[C@]1(C)CC[C@H](O)C[C@@H]1C[C@@H]3O,BHQCQFFYRZLCQQ-BUUAYBKLSA-N,Unknown
Cholic Acid,CHEMBL205596,,CHEMBL1488836,C1CNCCN1.C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@H]3[C@@H](C[C@@H](O)[C@]21C)[C@]1(C)CC[C@H](O)C[C@@H]1C[C@@H]3O,GQCPPZBFHGESNJ-WXSLUFEDSA-N,Unknown
Cholic Acid,CHEMBL205596,,CHEMBL1421383,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.[Na+],NRHMKIHPTBHXPF-TUJRSCDTSA-M,Unknown
Cholic Acid,CHEMBL205596,,CHEMBL1398129,CC(CCC(=O)O)C1CCC2C3C(O)C[C@@H]4CC(O)CC[C@@]4(C)C3CC(O)[C@]12C,BHQCQFFYRZLCQQ-MUNOTZNNSA-N,Unknown
Cholic Acid,CHEMBL205596,,CHEMBL1334097,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.O.[Na+],MUVVIYFKOVLQHL-RCVKHMDESA-M,Unknown
Cholic Acid,CHEMBL205596,,CHEMBL1254416,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,BHQCQFFYRZLCQQ-UTLSPDKDSA-N,Unknown
Cholic Acid,CHEMBL205596,,CHEMBL160798,CC(CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,BHQCQFFYRZLCQQ-HLHCSGNYSA-N,Unknown
Choline,CHEMBL920,METHYL-D9-CHOLINE,CHEMBL4297301,[2H]C([2H])([2H])[N+](CCO)(C([2H])([2H])[2H])C([2H])([2H])[2H],OEYIOHPDSNJKLS-GQALSZNTSA-N,Unknown
Choline,CHEMBL920,,CHEMBL3187547,C[N+](C)(C)CCO.[OH-],KIZQNNOULOCVDM-UHFFFAOYSA-M,Unknown
Choline,CHEMBL920,CHOLINE C-11,CHEMBL2095207,C[N+](C)([11CH3])CCO.[Cl-],SGMZJAMFUVOLNK-ULWFUOSBSA-M,Unknown
Choline,CHEMBL920,CHOLINE BROMIDE,CHEMBL1256479,C[N+](C)(C)CCO.[Br-],JJCWKVUUIFLXNZ-UHFFFAOYSA-M,Unknown
Choline,CHEMBL920,CHOLINE IODIDE,CHEMBL293410,C[N+](C)(C)CCO.[I-],FNPBHXSBDADRBT-UHFFFAOYSA-M,Unknown
Choline,CHEMBL920,CHOLINE CHLORIDE,CHEMBL282468,C[N+](C)(C)CCO.[Cl-],SGMZJAMFUVOLNK-UHFFFAOYSA-M,Unknown
Chymopapain,CHEMBL1205542,TIRON,CHEMBL110526,O=S(=O)([O-])c1cc(O)c(O)c(S(=O)(=O)[O-])c1.[Na+].[Na+],ISWQCIVKKSOKNN-UHFFFAOYSA-L,Unknown
Ciclacillin,CHEMBL1200356,,CHEMBL2143242,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,HGBLNBBNRORJKI-UHFFFAOYSA-N,Unknown
Ciclacillin,CHEMBL1200356,,CHEMBL1370312,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@@H]1C(=O)O,HGBLNBBNRORJKI-FXPVBKGRSA-N,Unknown
Ciclacillin,CHEMBL1200356,,CHEMBL2448937,CC1(C)SC2[C@H](NC(=O)C3(N)CCCC3)C(=O)N2[C@H]1C(=O)O,JBSBDUODFNGBJT-HHCGNCNQSA-N,Unknown
Ciclesonide,CHEMBL2040682,,CHEMBL1593948,CC(C)C(=O)OCC(=O)[C@@]12OC(C3CCCCC3)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]12C,LUKZNWIVRBCLON-DPTRQJQPSA-N,Unknown
Cidofovir,CHEMBL152,CIDOFOVIR,CHEMBL5314375,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1.O.O,FPKARFMSZDBYQF-ILKKLZGPSA-N,J05AB12
Cidofovir,CHEMBL152,,CHEMBL27710,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,VWFCHDSQECPREK-UHFFFAOYSA-N,Unknown
Cilastatin,CHEMBL766,,CHEMBL4595059,CC1(C)C[C@H]1C(=O)N/C(=C\CCCCSC[C@@H](N)C(=O)O)C(=O)O,DHSUYTOATWAVLW-RXOUDOFYSA-N,Unknown
Cilastatin,CHEMBL766,,CHEMBL4527173,CC1(C)C[C@H]1C(=O)N/C(=C\CCCCSC[C@@H](N)C(=O)O)C(=O)O.[Na+],QXPBTTUOVWMPJN-TZRYYGRNSA-N,Unknown
Cilastatin,CHEMBL766,,CHEMBL1741033,CC1(C)CC1C(=O)N/C(=C/CCCCSCC(N)C(=O)O)C(=O)O,DHSUYTOATWAVLW-WUXMJOGZSA-N,Unknown
Cilastatin,CHEMBL766,,CHEMBL1355680,CC1(C)CC1C(=O)N/C(=C/CCCCSCC(N)C(=O)[O-])C(=O)O.[Na+],QXPBTTUOVWMPJN-WXIWBVQFSA-M,Unknown
Cilastatin,CHEMBL766,CILASTATIN SODIUM,CHEMBL1201057,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-].[Na+],QXPBTTUOVWMPJN-QBNHLFMHSA-M,Unknown
Cilastatin,CHEMBL766,,CHEMBL275318,CC1(C)CC1C(=O)N/C(=C\CCCCCSCC(N)C(=O)O)C(=O)O,GAQSLBQKUQZNCJ-QPEQYQDCSA-N,Unknown
Cilastatin,CHEMBL766,,CHEMBL11996,CC1(C)CC1C(=O)N/C(=C\CCCSCC(N)C(=O)O)C(=O)O,XQJUAFPRJBEZFD-WZUFQYTHSA-N,Unknown
Cimetidine,CHEMBL30,CIMETIDINE HYDROCHLORIDE,CHEMBL1201051,CN/C(=N\CCSCc1nc[nH]c1C)NC#N.Cl,QJHCNBWLPSXHBL-UHFFFAOYSA-N,Unknown
Cinacalcet,CHEMBL1201284,CINACALCET HYDROCHLORIDE,CHEMBL1200776,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,QANQWUQOEJZMLL-PKLMIRHRSA-N,Unknown
Cinchocaine,CHEMBL1086,DIBUCAINE HYDROCHLORIDE,CHEMBL1200612,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1.Cl,IVHBBMHQKZBJEU-UHFFFAOYSA-N,Unknown
Cinchocaine,CHEMBL1086,,CHEMBL4744198,CCCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,VMEWAWBOPHKDCM-UHFFFAOYSA-N,Unknown
Cinchocaine,CHEMBL1086,,CHEMBL4783086,CCCCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,VKMPHBBJFPYKLB-UHFFFAOYSA-N,Unknown
Cinchocaine,CHEMBL1086,,CHEMBL4751088,CCCCOc1cc(C(=O)NCCCN(CC)CC)c2ccccc2n1,MDKWNJAOJXKUDO-UHFFFAOYSA-N,Unknown
Cinchocaine,CHEMBL1086,,CHEMBL4463794,CCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,WKNLKYMRKRIKGN-UHFFFAOYSA-N,Unknown
Cineole,CHEMBL485259,,CHEMBL5492876,CC1(C)O[C@]2(C)CC[C@@H]1CC2,WEEGYLXZBRQIMU-CZMCAQCFSA-N,Unknown
Cineole,CHEMBL485259,,CHEMBL1397305,CC12CCC(CC1)C(C)(C)O2,WEEGYLXZBRQIMU-GDGYMVOYSA-N,Unknown
Cineole,CHEMBL485259,,CHEMBL1231862,CC1(C)O[C@]2(C)CC[C@H]1CC2,WEEGYLXZBRQIMU-WAAGHKOSSA-N,Unknown
Cinnamaldehyde,CHEMBL293492,,CHEMBL3187944,O=CC=Cc1ccccc1,KJPRLNWUNMBNBZ-UHFFFAOYSA-N,Unknown
Cinnamaldehyde,CHEMBL293492,CINNAMIC ALDEHYDE,CHEMBL2289233,O=C/C=C\c1ccccc1,KJPRLNWUNMBNBZ-DAXSKMNVSA-N,Unknown
Cinnamyl Alcohol,CHEMBL324794,,CHEMBL3183153,OCC=Cc1ccccc1,OOCCDEMITAIZTP-UHFFFAOYSA-N,Unknown
Cinnamyl Alcohol,CHEMBL324794,,CHEMBL118958,OC/C=C\c1ccccc1,OOCCDEMITAIZTP-DAXSKMNVSA-N,Unknown
Cinnarizine,CHEMBL43064,,CHEMBL1257123,C(=C\c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,DERZBLKQOCDDDZ-RAXLEYEMSA-N,Unknown
Ciprofibrate,CHEMBL557555,,CHEMBL1317234,CC(C)(Oc1ccc([C@@H]2CC2(Cl)Cl)cc1)C(=O)O,KPSRODZRAIWAKH-JTQLQIEISA-N,Unknown
Ciprofloxacin,CHEMBL8,,CHEMBL4303345,Cl.O.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,ARPUHYJMCVWYCZ-UHFFFAOYSA-N,Unknown
Ciprofloxacin,CHEMBL8,,CHEMBL3764828,O=C([O-])c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O.[K+],XTRCGRNVMLSFPP-UHFFFAOYSA-M,Unknown
Ciprofloxacin,CHEMBL8,CIPROFLOXACIN LACTATE,CHEMBL1077975,CC(O)C(=O)O.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,NRBJWZSFNGZBFQ-UHFFFAOYSA-N,Unknown
Ciprofloxacin,CHEMBL8,CIPROFLOXACIN HYDROCHLORIDE,CHEMBL1202,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,DIOIOSKKIYDRIQ-UHFFFAOYSA-N,Unknown
Ciprofloxacin,CHEMBL8,,CHEMBL35974,O=C(O)c1cn(C2CC2)c2cc(N3CCCNCC3)c(F)cc2c1=O,YUZRQDLMLDQMNH-UHFFFAOYSA-N,Unknown
Ciprofloxacin,CHEMBL8,,CHEMBL15361,O=C(O)c1cn(C2CCC2)c2cc(N3CCNCC3)c(F)cc2c1=O,KMIGYQSPWJYMNI-UHFFFAOYSA-N,Unknown
Cisapride,CHEMBL560739,,CHEMBL4743403,[2H]C([2H])([2H])O[C@@H]1CN(CCCOc2ccc(F)cc2)CC[C@@H]1NC(=O)c1cc(Cl)c(N)cc1OC,DCSUBABJRXZOMT-KGCKMMNASA-N,Unknown
Cisapride,CHEMBL560739,,CHEMBL4096162,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC.O,QBYYXIDJOFZORM-IKGOIYPNSA-N,Unknown
Cisapride,CHEMBL560739,"(R,S)-CISAPRIDE MONOHYDRATE",CHEMBL1546244,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC.O,QBYYXIDJOFZORM-LBPAWUGGSA-N,Unknown
Cisapride,CHEMBL560739,,CHEMBL1358628,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,DCSUBABJRXZOMT-UNMCSNQZSA-N,Unknown
Cisapride,CHEMBL560739,CISAPRIDE,CHEMBL1200788,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC.O,QBYYXIDJOFZORM-UHFFFAOYSA-N,Unknown
Cisapride,CHEMBL560739,CISAPRIDE,CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,DCSUBABJRXZOMT-UHFFFAOYSA-N,A03FA02
Cisapride,CHEMBL560739,REL-CISAPRIDE,CHEMBL74656,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,DCSUBABJRXZOMT-RBBKRZOGSA-N,Unknown
Cisatracurium,CHEMBL1201248,,CHEMBL4584552,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1,GLLXELVDCIFBPA-UHFFFAOYSA-M,Unknown
Cisatracurium,CHEMBL1201248,CISATRACURIUM BESYLATE,CHEMBL1200641,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,XXZSQOVSEBAPGS-DONVQRBFSA-L,Unknown
Cisatracurium,CHEMBL1201248,ATRACURIUM BESYLATE,CHEMBL1200527,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,XXZSQOVSEBAPGS-UHFFFAOYSA-L,Unknown
Cisatracurium,CHEMBL1201248,,CHEMBL1182765,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,YXSLJKQTIDHPOT-XELUXCQFSA-N,Unknown
Cisatracurium,CHEMBL1201248,ATRACURIUM,CHEMBL1360,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,YXSLJKQTIDHPOT-UHFFFAOYSA-N,M03AC04
Cisatracurium,CHEMBL1201248,,CHEMBL264974,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,XXZSQOVSEBAPGS-YZOPFTLBSA-L,Unknown
Cisatracurium,CHEMBL1201248,,CHEMBL1181035,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N+]2(C)CCCCCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,XMYNFFHNGXJUBO-WKCXDPKTSA-N,Unknown
Cisatracurium,CHEMBL1201248,,CHEMBL152865,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N+]2(C)CCCCCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC.[I-].[I-],UJDVCDWCQMBIEF-NVAKTEJISA-L,Unknown
Citalopram,CHEMBL549,[3H]CITALOPRAM,CHEMBL1628605,[3H]C(CCN(C)C)C1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-OAWTUDSLSA-N,Unknown
Citalopram,CHEMBL549,CITALOPRAM HYDROBROMIDE,CHEMBL1200781,Br.CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WIHMBLDNRMIGDW-UHFFFAOYSA-N,Unknown
Citalopram,CHEMBL549,ESCITALOPRAM OXALATE,CHEMBL1200322,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,KTGRHKOEFSJQNS-BDQAORGHSA-N,Unknown
Citalopram,CHEMBL549,ESCITALOPRAM,CHEMBL1508,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-FQEVSTJZSA-N,N06AB10
Citalopram,CHEMBL549,(R)-CITALOPRAM,CHEMBL399730,CN(C)CCC[C@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-HXUWFJFHSA-N,Unknown
Citric Acid,CHEMBL1261,CITRIC ACID MONOHYDRATE,CHEMBL2107737,O.O=C(O)CC(O)(CC(=O)O)C(=O)O,YASYEJJMZJALEJ-UHFFFAOYSA-N,Unknown
Citric Acid,CHEMBL1261,,CHEMBL4303212,O=C(O)CC(O)(CC(=O)O)C(=O)O.[Li].[Li].[Li],SODVLVKGOJVWCQ-UHFFFAOYSA-N,Unknown
Citric Acid,CHEMBL1261,,CHEMBL3189066,N.N.O=C(O)CC(O)(CC(=O)O)C(=O)O,YXVFQADLFFNVDS-UHFFFAOYSA-N,Unknown
Cladribine,CHEMBL1619,,CHEMBL4776881,Nc1nc(Cl)nc2c1ncn2[C@@H]1C[C@H](O)[C@@H](CO)O1,PTOAARAWEBMLNO-JKUQZMGJSA-N,Unknown
Cladribine,CHEMBL1619,,CHEMBL17639,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,PTOAARAWEBMLNO-UHFFFAOYSA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL4091357,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H](O)[C@]1(C)O,AGOYDEPGAOXOCK-GYZSQIPBSA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL3937847,CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)C(C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(OC)C[C@H](C)C(=O)[C@@H](C)[C@H](O)[C@@]1(C)O,AGOYDEPGAOXOCK-BKOAIMMZSA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL3184688,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,AGOYDEPGAOXOCK-LERDGGEFSA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL1671904,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,AGOYDEPGAOXOCK-UHFFFAOYSA-N,Unknown
Clarithromycin,CHEMBL1741,ERYTHROMYCIN,CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,ULGZDMOVFRHVEP-RWJQBGPGSA-N,S01AA17; J01FA01; D10AF02; D10AF52
Clarithromycin,CHEMBL1741,,CHEMBL406517,CCC1OC(=O)C(C)C(O[C@H]2C[C@@](C)(OC)[C@@H](O)C(C)O2)C(C)[C@@H](OC2OC(C)CC(N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,ULGZDMOVFRHVEP-NLGTXLAHSA-N,Unknown
Clarithromycin,CHEMBL1741,ERYTHROMYCIN A DIHYDRATE,CHEMBL406286,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,ULGZDMOVFRHVEP-QPDFVXQISA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL1200476,CCCCCCCCCCCCOS(=O)(=O)O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,SKDGGFHGLZBNBC-YZPBMOCRSA-N,Unknown
Clarithromycin,CHEMBL1741,ERYTHROMYCIN LACTOBIONATE,CHEMBL1200506,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,NNRXCKZMQLFUPL-WBMZRJHASA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL1315430,CCC1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)C(O)C(C)O2)C(C)[C@@H](O[C@@H]2OC(C)CC(N(C)C)C2O)[C@@](C)(O)CC(C)C(=O)[C@@H](C)C(O)[C@]1(C)O,ULGZDMOVFRHVEP-GLUDRREGSA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL1317549,CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@H](C)C(=O)[C@@H](C)[C@H](O)[C@@]1(C)O,ULGZDMOVFRHVEP-WOXAMKFWSA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL1328576,CC[C@@H]1OC(=O)[C@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@H](C)C(=O)[C@H](C)[C@H](O)[C@]1(C)O,ULGZDMOVFRHVEP-HCWBYVGKSA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL1528078,CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@H](C)C(=O)[C@@H](C)[C@H](O)[C@@]1(C)O,ULGZDMOVFRHVEP-ZMXIUCKUSA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL1671887,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,ULGZDMOVFRHVEP-UHFFFAOYSA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL3392931,CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@H](C)C(=O)[C@@H](C)[C@H](O)[C@@]1(C)O,ULGZDMOVFRHVEP-OUQSRZNGSA-N,Unknown
Clarithromycin,CHEMBL1741,ERYTHROMYCIN GLUCEPTATE,CHEMBL3545060,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,ZXBDZLHAHGPXIG-VTXLJDRKSA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL3786307,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O)[C@H](O)CO,NNRXCKZMQLFUPL-DVQFKIQISA-N,Unknown
Clarithromycin,CHEMBL1741,,CHEMBL4062347,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@H](O)[C@]1(C)O,ULGZDMOVFRHVEP-PMFMQTPLSA-N,Unknown
