Drug,PubChem CID,InChI Key,SMILES,STITCH ID,BNF Code,chembl_id,atc_codes
Ephedrine,9294,KWGRBVOPPLSCSI-WPRPVWTQSA-N,CC(C(C1=CC=CC=C1)O)NC,CIDs00007028,"['0310000N0AA', '0301012F0AA', '1202020C0AA', '0301040K0AA', '0310000E0AA', '0301040J0AA', '0309020G0AA', '1001010J0AA', '0309020AABB', '0207020Z0AA', '0304030G0AA', '0407010X0AA', '0309020AEAA', '0309020AAAA']",CHEMBL211456,"['C01CA26', 'R01AB05', 'A08AA56', 'R01AA03', 'S01FB02']"
Epinephrine,5816,UCTWMZQNUQWSLP-VIFPVBQESA-N,CNCC(C1=CC(=C(C=C1)O)O)O,CIDm00000838,,CHEMBL679,"['R03AA01', 'S01EA51', 'R01AA14', 'B02BC09', 'S01EA01', 'A01AD01', 'C01CA24', 'R03AK01']"
Epirubicin,41867,AOJJSUZBOXZQNB-VTZDEGQISA-N,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,,['0801020N0AA'],CHEMBL417,['L01DB03']
Eplerenone,443872,JUKPWJGBANNWMW-VWBFHTRKSA-N,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC,CIDs00443872,['0202030X0AA'],CHEMBL1095097,['C03DA04']
Epoprostenol,5282411,KAQKFAOMNZTLHT-OZUDYXHBSA-N,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,CIDs05282411,['0208010E0AA'],CHEMBL1139,['B01AC09']
Epoxybisphenol-A,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Eprosartan,5281037,OROAFUQRIXKEMV-LDADJPATSA-N,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,CIDs05281037,['0205052W0AA'],CHEMBL813,['C09CA02']
Eptifibatide,448812,CZKPOZZJODAYPZ-LROMGURASA-N,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,CIDs00448812,['0209000X0AA'],CHEMBL1174,['B01AC16']
Eptinezumab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Eptotermin Alfa,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Equisetum,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Eravacycline,54726192,AKLMFDDQCHURPW-ISIOAQNYSA-N,CN(C)C1C2CC3CC4=C(C=C(C(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)NC(=O)CN5CCCC5)F,CIDs54726192,,CHEMBL4597183,[]
Erdosteine,65632,QGFORSXNKQLDNO-UHFFFAOYSA-N,C1CSC(=O)C1NC(=O)CSCC(=O)O,CIDs00065632,['0307000Q0AA'],CHEMBL1697744,['R05CB15']
Erenumab,No PubChem CID found,No InChI Key found,No SMILES found,,['0407042T0AA'],,
Ergometrine,443884,WVVSZNPYNCNODU-XTQGRXLLSA-N,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,CIDs00441286,"['0701010T0AA', '0701010L0AA']",CHEMBL119443,['G02AB03']
Ergotamine,8223,XCGSFFUVFURLIX-VFGNJEKYSA-N,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,CIDs00008223,,CHEMBL442,"['N02CA72', 'N02CA02', 'N02CA52']"
Eribulin,11354606,UFNVPOGXISZXJD-JBQZKEIOSA-N,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,CIDs11354606,['0801050BBAA'],CHEMBL1683590,['L01XX41']
Erlotinib,176870,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,CIDs00176870,['0801050AEAA'],CHEMBL553,['L01EB02']
Ertapenem,150610,JUZNIMUFDBIJCM-ANEDZVCMSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,CIDs00150610,['0501022B0AA'],CHEMBL1359,['J01DH03']
Ertugliflozin,44814423,MCIACXAZCBVDEE-CUUWFGFTSA-N,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl,CIDs44814423,['0601023AXAA'],CHEMBL1770248,['A10BK04']
Erythromycin,12560,ULGZDMOVFRHVEP-RWJQBGPGSA-N,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CIDs00012560,"['0501050H0AA', '0501050C0AA', '0501050N0AA', '1306010I0AA', '0501050K0AA', '1103010I0AA', '1103010I0BC']",CHEMBL532,"['S01AA17', 'J01FA01', 'D10AF02', 'D10AF52']"
Erythropoietin,11751549,OXCMYAYHXIHQOA-UHFFFAOYSA-N,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],,,CHEMBL995,[]
Erythrosine,12961638,RAGZEDHHTPQLAI-UHFFFAOYSA-L,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)[O-])I)I)[O-])I.[Na+].[Na+],,,,[]
Escitalopram,146570,WSEQXVZVJXJVFP-FQEVSTJZSA-N,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CIDs00146570,,CHEMBL1508,['N06AB10']
Eslicarbazepine,9881504,BMPDWHIDQYTSHX-AWEZNQCLSA-N,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,CIDs00114709,['0408010AIAA'],CHEMBL315985,['N03AF04']
Esmolol,59768,AQNDDEOPVVGCPG-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,CIDs00059768,,CHEMBL768,['C07AB09']
Esomeprazole,9568614,SUBDBMMJDZJVOS-DEOSSOPVSA-N,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,CIDs00004594,"['0103050E0AA', '1001010P0AA']",CHEMBL1201320,['A02BC05']
Estetrol,27125,AJIPIJNNOJSSQC-NYLIRDPKSA-N,CC12CCC3C(C1C(C(C2O)O)O)CCC4=C3C=CC(=C4)O,CIDs00027125,['0703010T0AA'],CHEMBL1230314,[]
Estradiol,5757,VOXZDWNPVJITMN-ZBRFXRBCSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,CIDs00005757,"['0703010G0AA', '0703010F0AA', '0604011D0AA', '0702010G0AA', '0604011G0AA', '0604011K0AA', '0604011L0AA', '0703010E0AA', '0703010H0AA', '0703010S0AA']",CHEMBL135,['G03CA03']
Estramustine,259331,FRPJXPJMRWBBIH-RBRWEJTLSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,CIDs00259331,['0801010J0AA'],CHEMBL1575,['L01XX11']
Estrogen,5757,VOXZDWNPVJITMN-ZBRFXRBCSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,CIDs00005757,"['0604011P0AA', '0604011Q0AA', '0702010I0AA']",CHEMBL135,['G03CA03']
Estrone,5870,DNXHEGUUPJUMQT-CBZIJGRNSA-N,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,CIDs00005870,['0913261T0BB'],CHEMBL1405,"['G03CC04', 'G03CA07']"
Estropipate,5284555,HZEQBCVBILBTEP-ZFINNJDLSA-N,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1,CIDs05284555,['0604011R0AA'],CHEMBL1200980,[]
Etanercept,No PubChem CID found,No InChI Key found,No SMILES found,,['1001030D0AA'],,
Etelcalcetide,71511839,ANIAZGVDEUQPRI-ZJQCGQFWSA-N,CC(C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(CSSCC(C(=O)O)N)NC(=O)C,CIDs71511839,,CHEMBL3545184,['H05BX04']
Ethacrynic Acid,3278,AVOLMBLBETYQHX-UHFFFAOYSA-N,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,CIDs00003278,,CHEMBL456,['C03CC01']
Ethambutol,14052,AEUTYOVWOVBAKS-UWVGGRQHSA-N,CCC(CO)NCCNC(CC)CO,CIDm00003279,['0501090H0AA'],CHEMBL44884,['J04AK02']
Ethamivan,9363,BQJODPIMMWWMFC-UHFFFAOYSA-N,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,CIDs00009363,,CHEMBL1229908,['R07AB04']
Ethamsylate,17506,HBGOLJKPSFNJSD-UHFFFAOYSA-N,CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O,CIDs00017506,,CHEMBL1514715,['B02BX01']
Ethanol,702,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,CIDs00000702,"['190100000AA', '0213000F0AA', '1311010P0AA']",CHEMBL545,"['D08AX08', 'V03AB16', 'V03AZ01']"
Ethanolamine,700,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C(CO)N,CIDs00000700,,CHEMBL104943,['C05BB01']
Ether,3283,RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,CIDs00003283,"['1311010U0AA', '0704050R0BE', '0605020E0BB']",CHEMBL16264,['N01AA01']
Ethinylestradiol,5991,BFPYWIDHMRZLRN-SLHNCBLASA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,CIDs00005991,,CHEMBL691,"['L02AA03', 'G03CA01']"
Ethionamide,2761171,AEOCXXJPGCBFJA-UHFFFAOYSA-N,CCC1=NC=CC(=C1)C(=S)N,CIDs02761171,['0501090I0AA'],CHEMBL1441,['J04AD03']
Ethoglucid,16058,UMILHIMHKXVDGH-UHFFFAOYSA-N,C1C(O1)COCCOCCOCCOCC2CO2,CIDs00016058,,CHEMBL460287,['L01AG01']
Ethoheptazine,6469,WGJHHMKQBWSQIY-UHFFFAOYSA-N,CCOC(=O)C1(CCCN(CC1)C)C2=CC=CC=C2,CIDs00006469,,CHEMBL170797,[]
Ethosuximide,3291,HAPOVYFOVVWLRS-UHFFFAOYSA-N,CCC1(CC(=O)NC1=O)C,CIDs10630591,['0408010I0AA'],CHEMBL696,"['N03AD51', 'N03AD01']"
Ethyl Chloride,6337,HRYZWHHZPQKTII-UHFFFAOYSA-N,CCCl,CIDs56845945,,CHEMBL46058,['N01BX01']
Ethyl Nicotinate,69188,XBLVHTDFJBKJLG-UHFFFAOYSA-N,CCOC(=O)C1=CN=CC=C1,CIDs00069188,"['1003020N0AA', '1314000M0AA']",CHEMBL2251611,[]
Ethyl Salicylate,8365,GYCKQBWUSACYIF-UHFFFAOYSA-N,CCOC(=O)C1=CC=CC=C1O,CIDs00008365,"['1003020N0AA', '1003020AEAA']",CHEMBL2251610,[]
Ethylenediamine,3301,PIICEJLVQHRZGT-UHFFFAOYSA-N,C(CN)N,CIDs18457515,,CHEMBL816,[]
Ethylenediamine Diacetic Acid,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Ethylmorphine,5359271,OGDVEMNWJVYAJL-LEPYJNQMSA-N,CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1,CIDs00003303,,CHEMBL1712170,"['S01XA06', 'R05DA01']"
Ethynodiol,14687,JYILPERKVHXLNF-QMNUTNMBSA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(CCC34)O,CIDs00014687,,CHEMBL1201406,[]
Etizolam,3307,VMZUTJCNQWMAGF-UHFFFAOYSA-N,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,CIDs00003307,,CHEMBL1289779,['N05BA19']
Etodolac,3308,NNYBQONXHNTVIJ-UHFFFAOYSA-N,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,,['1001010E0AA'],CHEMBL622,['M01AB08']
Etofenamate,35375,XILVEPYQJIOVNB-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F,CIDs00035375,,CHEMBL1451633,['M02AA06']
Etomidate,667484,NPUKDXXFDDZOKR-LLVKDONJSA-N,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,CIDm00036339,['1501010C0AA'],CHEMBL681,['N01AX07']
Etonogestrel,6917715,GCKFUYQCUCGESZ-BPIQYHPVSA-N,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,CIDs06917715,"['0703022P0AA', '0703011A0AA']",CHEMBL1531,['G03AC08']
Etoposide,36462,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,CIDs00036462,['0801040D0AA'],CHEMBL44657,['L01CB01']
Etoricoxib,123619,MNJVRJDLRVPLFE-UHFFFAOYSA-N,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,,['1001010AJAA'],CHEMBL416146,['M01AH05']
Etravirine,193962,PYGWGZALEOIKDF-UHFFFAOYSA-N,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,CIDs00193962,['0503010AFAA'],CHEMBL308954,['J05AG04']
Etretinate,5282375,HQMNCQVAMBCHCO-DJRRULDNSA-N,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,CIDs05282375,,CHEMBL464,['D05BB01']
Eucalyptus,No PubChem CID found,No InChI Key found,No SMILES found,,"['0308000M0AA', '1203010F0BB', '1203030N0AA', '1203030N0BE', '190605000AA', '1203030Y0BC']",,
Eudragits,65358,IQSHMXAZFHORGY-UHFFFAOYSA-N,CC(=C)C(=O)O.COC(=O)C=C,CIDs00065358,,,[]
Eugenol,3314,RRAFCDWBNXTKKO-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CC=C)O,CIDs00003314,,CHEMBL42710,[]
Eupatorium,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Eupatorium Perfoliatum,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Everolimus,6442177,HKVAMNSJSFKALM-GKUWKFKPSA-N,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,CIDs06442177,['0801050AXAA'],CHEMBL1908360,"['L01EG02', 'L04AA18']"
Evolocumab,No PubChem CID found,No InChI Key found,No SMILES found,,['0212000AHAA'],,
Exametazime,9552071,BPNZYADGDZPRTK-UDUYQYQQSA-N,CC(C(=NO)C)NCC(C)(C)CNC(C)C(=NO)C,CIDs09820753,,CHEMBL1615781,[]
Exemestane,60198,BFYIZQONLCFLEV-DAELLWKTSA-N,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,CIDs00060198,['0803041C0AA'],CHEMBL1200374,['L02BG06']
Exenatide,45588096,HTQBXNHDCUEHJF-XWLPCZSASA-N,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N6CCCC6C(=O)NC(CO)C(=O)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC8=CC=CC=C8)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC9=CNC=N9)N,CIDs56927919,['0601023Y0AA'],CHEMBL414357,['A10BJ01']
Ezetimibe,150311,OLNTVTPDXPETLC-XPWALMASSA-N,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,CIDs00150311,"['0212000L0AA', '0212000ACAA']",CHEMBL1138,['C10AX09']
Factor Ii,54605677,AGVAZMGAQJOSFJ-UHFFFAOYSA-M,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+2],CIDs00002891,,,[]
Factor Ix,No PubChem CID found,No InChI Key found,No SMILES found,,['0211000J0AA'],,
Factor Vii,No PubChem CID found,No InChI Key found,No SMILES found,,"['0211000I0AA', '0211000I0BH', '0211000Y0AA']",,
Factor Viii Recombinant Human,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Factor Viii Unspecified,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Factor X,No PubChem CID found,No InChI Key found,No SMILES found,,['0211000U0AA'],,
Factor Xiii,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Fagopyrum Esculentum,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Famciclovir,3324,GGXKWVWZWMLJEH-UHFFFAOYSA-N,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,CIDs00003324,['0503021E0AA'],CHEMBL880,"['J05AB09', 'S01AD07']"
Famotidine,5702160,XUFQPHANEAPEMJ-UHFFFAOYSA-N,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,CIDs05702160,['0103010H0AA'],CHEMBL902,"['A02BA03', 'A02BA53']"
Fampridine,1727,NUKYPUAOHBNCPY-UHFFFAOYSA-N,C1=CN=CC=C1N,CIDs00001727,['1002010U0AA'],CHEMBL284348,['N07XX07']
Faricimab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Farletuzumab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Fast Green Fcf,16887,RZSYLLSAWYUBPE-UHFFFAOYSA-L,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=C(C=C(C=C5)O)S(=O)(=O)[O-].[Na+].[Na+],CIDs00016887,,CHEMBL3188843,[]
Febuxostat,134018,BQSJTQLCZDPROO-UHFFFAOYSA-N,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,CIDs00134018,['1001040V0AA'],CHEMBL1164729,['M04AA03']
Fedratinib,16722836,JOOXLOJCABQBSG-UHFFFAOYSA-N,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,CIDs16722836,,CHEMBL1287853,['L01EJ02']
Felbamate,3331,WKGXYQFOCVYPAC-UHFFFAOYSA-N,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,CIDs00003331,['0408010AAAA'],CHEMBL1094,['N03AX10']
Felbinac,3332,QRZAKQDHEVVFRX-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,CIDs00003332,['1003020M0AA'],CHEMBL413965,['M02AA08']
Felodipine,3333,RZTAMFZIAATZDJ-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,CIDs00003333,"['0206020F0AA', '0205051S0AA']",CHEMBL1480,['C08CA02']
Felypressin,14257662,SFKQVVDKFKYTNA-DZCXQCEKSA-N,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=CC=C4)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N,CIDs00005956,['1502010S0AA'],CHEMBL3185126,[]
Fenbufen,3335,ZPAKPRAICRBAOD-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,CIDs00003335,['1001010F0AA'],CHEMBL277522,['M01AE05']
Fenfluramine,3337,DBGIVFWFUFKIQN-UHFFFAOYSA-N,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,CIDs00003337,,CHEMBL87493,"['N03AX26', 'A08AA02']"
Fenofibrate,3339,YMTINGFKWWXKFG-UHFFFAOYSA-N,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,CIDs00003339,"['0212000P0AA', '0212000AJAA']",CHEMBL672,['C10AB05']
Fenoprofen,3342,RDJGLLICXDHJDY-UHFFFAOYSA-N,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,CIDs00003342,['1001010G0AA'],CHEMBL1297,['M01AE04']
Fentanyl,3345,PJMPHNIQZUBGLI-UHFFFAOYSA-N,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CIDs00003345,"['0407020A0AA', '1501043F0AA']",CHEMBL596,"['N02AB03', 'N01AH01', 'N01AH51']"
Fenticonazole,51755,ZCJYUTQZBAIHBS-UHFFFAOYSA-N,C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,CIDs42013940,['0702020I0AA'],CHEMBL1651990,"['D01AC12', 'G01AF12']"
Feprazone,35455,RBBWCVQDXDFISW-UHFFFAOYSA-N,CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C,CIDs00035455,,CHEMBL1452696,"['M02AA16', 'M01AX18', 'M01AX68']"
Ferric Carboxymaltose,139266768,MFBBZTDYOYZJGB-UHFFFAOYSA-L,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(C(CO)O)C(C(C(=O)[O-])O)O)CO)CO)O)O)O)O.O.[OH-].[O-2].[Fe+3],CIDs86278165,['0901012P0AA'],,[]
Ferric Derisomaltose,86278348,JTQTXQSGPZRXJF-DOJSGGEQSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(CO)O)O)O)O)O)O)O)O)O)O)O.[Fe+3],CIDs86278348,,,[]
Ferric Oxide,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Ferucarbotran,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Ferula Assa-Foetida,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Ferumoxides,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Ferumoxsil,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Ferumoxytol,No PubChem CID found,No InChI Key found,No SMILES found,,['0901012Q0AA'],,
Fesoterodine,6918558,DCCSDBARQIPTGU-HSZRJFAPSA-N,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,CIDs06918558,['0704020ADAA'],CHEMBL1201764,['G04BD11']
Festuca Pratensis,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Fexofenadine,3348,RWTNPBWLLIMQHL-UHFFFAOYSA-N,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,CIDs00003348,['0304010E0AA'],CHEMBL914,['R06AX26']
Fezolinetant,117604931,PPSNFPASKFYPMN-SECBINFHSA-N,CC1C2=NN=C(N2CCN1C(=O)C3=CC=C(C=C3)F)C4=NC(=NS4)C,CIDs86274962,['0705010A0AA'],CHEMBL3608680,['G02CX06']
Ficus Carica,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Fidaxomicin,10034073,ZVGNESXIJDCBKN-UUEYKCAUSA-N,CCC1C=C(C(CC=CC=C(C(=O)OC(CC=C(C=C(C1OC2C(C(C(C(O2)(C)C)OC(=O)C(C)C)O)O)C)C)C(C)O)COC3C(C(C(C(O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)C,CIDs10034073,['0501070ACAA'],CHEMBL1255800,['A07AA12']
Filgotinib,49831257,RIJLVEAXPNLDTC-UHFFFAOYSA-N,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,CIDs49831257,['1001030AGAA'],CHEMBL3301607,['L04AA45']
Filgrastim,No PubChem CID found,No InChI Key found,No SMILES found,,"['0901060I0AA', '0901060P0AA', '0901060Q0AA']",,
Finasteride,57363,DBEPLOCGEIEOCV-WSBQPABSSA-N,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,CIDs00057363,"['0604020C0AA', '1309000W0AA']",CHEMBL710,"['G04CB01', 'D11AX10']"
Fingolimod,107970,KKGQTZUTZRNORY-UHFFFAOYSA-N,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,CIDs25235558,['0802040ADAA'],CHEMBL314854,['L04AA27']
Flavoxate,3354,SPIUTQOUKAMGCX-UHFFFAOYSA-N,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,CIDs00003354,['0704020G0AA'],CHEMBL1493,['G04BD02']
Flecainide,3356,DJBNUMBKLMJRSA-UHFFFAOYSA-N,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,CIDs46781583,['0203020I0AA'],CHEMBL652,['C01BC04']
Flosequinan,4474062,UYGONJYYUKVHDD-UHFFFAOYSA-N,CN1C=C(C(=O)C2=C1C=C(C=C2)F)S(=O)C,CIDs04474062,,CHEMBL1908307,['C01DB01']
Flour Mite,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Flubendazole,35802,CPEUVMUXAHMANV-UHFFFAOYSA-N,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,CIDs00035802,,CHEMBL1454946,['P02CA05']
Fluclorolone Acetonide,20054914,NJNWEGFJCGYWQT-VSXGLTOVSA-N,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)Cl)Cl)C)F)C,CIDs20054914,,CHEMBL461332,[]
