Link,Drug Name
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000505067809.zip&amp;agency=MHRA,Exametazime
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001009326021.zip&amp;agency=MHRA,Exemestane
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000878969493.zip&amp;agency=MHRA,Exenatide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000797701506.zip&amp;agency=MHRA,Ezetimibe
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000271985292.zip&amp;agency=MHRA,Factor Ii
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000109216465.zip&amp;agency=MHRA,Factor Ix
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000365769838.zip&amp;agency=MHRA,Factor Vii
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000360600726.zip&amp;agency=MHRA,Factor Viii Recombinant Human
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000196337630.zip&amp;agency=MHRA,Factor Viii Unspecified
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000549688866.zip&amp;agency=MHRA,Factor X
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000172316762.zip&amp;agency=MHRA,Factor Xiii
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000428470427.zip&amp;agency=MHRA,Fagopyrum Esculentum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000017397602.zip&amp;agency=MHRA,Famciclovir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000927882398.zip&amp;agency=MHRA,Famotidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000702425649.zip&amp;agency=MHRA,Fampridine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000544571588.zip&amp;agency=MHRA,Faricimab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000519227109.zip&amp;agency=MHRA,Farletuzumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000842870152.zip&amp;agency=MHRA,Fast Green Fcf
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000783545175.zip&amp;agency=MHRA,Febuxostat
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000833392875.zip&amp;agency=MHRA,Fedratinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000813264990.zip&amp;agency=MHRA,Felbamate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000053706041.zip&amp;agency=MHRA,Felbinac
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000280071631.zip&amp;agency=MHRA,Felodipine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000560658256.zip&amp;agency=MHRA,Felypressin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000278516882.zip&amp;agency=MHRA,Fenbufen
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000318329422.zip&amp;agency=MHRA,Fenfluramine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000334347955.zip&amp;agency=MHRA,Fenofibrate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000504741335.zip&amp;agency=MHRA,Fenoprofen
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000332172121.zip&amp;agency=MHRA,Fentanyl
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000655430466.zip&amp;agency=MHRA,Fenticonazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000692580190.zip&amp;agency=MHRA,Feprazone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000689108467.zip&amp;agency=MHRA,Ferric Carboxymaltose
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000569319367.zip&amp;agency=MHRA,Ferric Derisomaltose
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000144291685.zip&amp;agency=MHRA,Ferric Oxide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000766931276.zip&amp;agency=MHRA,Ferucarbotran
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000080741242.zip&amp;agency=MHRA,Ferula Assa-Foetida
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000925112315.zip&amp;agency=MHRA,Ferumoxides
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000016534447.zip&amp;agency=MHRA,Ferumoxsil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000637419967.zip&amp;agency=MHRA,Ferumoxytol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000125779611.zip&amp;agency=MHRA,Fesoterodine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000580312141.zip&amp;agency=MHRA,Festuca Pratensis
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000325555762.zip&amp;agency=MHRA,Fexofenadine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000090651831.zip&amp;agency=MHRA,Fezolinetant
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000046406357.zip&amp;agency=MHRA,Ficus Carica
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000802463951.zip&amp;agency=MHRA,Fidaxomicin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000609176318.zip&amp;agency=MHRA,Filgotinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000641432382.zip&amp;agency=MHRA,Filgrastim
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000844489605.zip&amp;agency=MHRA,Finasteride
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000409669468.zip&amp;agency=MHRA,Fingolimod
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000925058730.zip&amp;agency=MHRA,Flavoxate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000675463513.zip&amp;agency=MHRA,Flecainide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000559889120.zip&amp;agency=MHRA,Flosequinan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000636396615.zip&amp;agency=MHRA,Flour Mite
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000042495822.zip&amp;agency=MHRA,Flubendazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000068498674.zip&amp;agency=MHRA,Fluclorolone Acetonide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000362426744.zip&amp;agency=MHRA,Flucloxacillin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000672774027.zip&amp;agency=MHRA,Fluconazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000036454146.zip&amp;agency=MHRA,Flucytosine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000362884783.zip&amp;agency=MHRA,Fludarabine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000750135079.zip&amp;agency=MHRA,Fludrocortisone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000053877331.zip&amp;agency=MHRA,Flufenamic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000446915582.zip&amp;agency=MHRA,Flumazenil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000791216513.zip&amp;agency=MHRA,Flumethasone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000187638089.zip&amp;agency=MHRA,Flunarizine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000458691493.zip&amp;agency=MHRA,Flunisolide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000850161429.zip&amp;agency=MHRA,Flunitrazepam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000881793059.zip&amp;agency=MHRA,Fluocinolone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000656136328.zip&amp;agency=MHRA,Fluocinonide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000363364609.zip&amp;agency=MHRA,Fluocortolone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000981431842.zip&amp;agency=MHRA,Fluorescein
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000225739564.zip&amp;agency=MHRA,Fluorine-18
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001036235445.zip&amp;agency=MHRA,Fluorometholone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000509789921.zip&amp;agency=MHRA,Fluorouracil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000925875722.zip&amp;agency=MHRA,Fluoxetine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000735081978.zip&amp;agency=MHRA,Flupenthixol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000269160557.zip&amp;agency=MHRA,Fluphenazine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000477532994.zip&amp;agency=MHRA,Flupirtine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000724129066.zip&amp;agency=MHRA,Flurandrenolone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000672594043.zip&amp;agency=MHRA,Flurazepam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000602569873.zip&amp;agency=MHRA,Flurbiprofen
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000423549847.zip&amp;agency=MHRA,Fluspirilene
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000340004515.zip&amp;agency=MHRA,Flutamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000098962125.zip&amp;agency=MHRA,Fluticasone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000531699768.zip&amp;agency=MHRA,Fluvastatin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000159876653.zip&amp;agency=MHRA,Fluvoxamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000470920610.zip&amp;agency=MHRA,Foeniculum Vulgare
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000822142951.zip&amp;agency=MHRA,Folic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000322144909.zip&amp;agency=MHRA,Follicle Stimulating Hormone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001040768484.zip&amp;agency=MHRA,Follitropin Alfa
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000127709748.zip&amp;agency=MHRA,Follitropin Beta
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000058677892.zip&amp;agency=MHRA,Follitropin Delta
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000711549380.zip&amp;agency=MHRA,Fomepizole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000553781005.zip&amp;agency=MHRA,Fondaparinux
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000440629703.zip&amp;agency=MHRA,Formaldehyde
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000973725249.zip&amp;agency=MHRA,Formestane
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001016369891.zip&amp;agency=MHRA,Formoterol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000692742578.zip&amp;agency=MHRA,Fosamprenavir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000108563260.zip&amp;agency=MHRA,Fosaprepitant
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000186942694.zip&amp;agency=MHRA,Foscarnet
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000470806895.zip&amp;agency=MHRA,Fosfomycin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000332444169.zip&amp;agency=MHRA,Fosinopril
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000912088758.zip&amp;agency=MHRA,Fosnetupitant
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000945968873.zip&amp;agency=MHRA,Fosphenytoin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000991754528.zip&amp;agency=MHRA,Fostamatinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000708673833.zip&amp;agency=MHRA,Fostemsavir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000335696223.zip&amp;agency=MHRA,Framycetin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000931424992.zip&amp;agency=MHRA,Frangula
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000460425384.zip&amp;agency=MHRA,Fremanezumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000481123795.zip&amp;agency=MHRA,Frovatriptan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000994384848.zip&amp;agency=MHRA,Fucus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000711584701.zip&amp;agency=MHRA,Fulvestrant
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000510107832.zip&amp;agency=MHRA,Furazolidone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000305395316.zip&amp;agency=MHRA,Furosemide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000541191751.zip&amp;agency=MHRA,Fusafungine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000924810388.zip&amp;agency=MHRA,Fusidic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000690847178.zip&amp;agency=MHRA,Gabapentin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000587801116.zip&amp;agency=MHRA,Gadobenic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000983627867.zip&amp;agency=MHRA,Gadobutrol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000524746509.zip&amp;agency=MHRA,Gadodiamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000529330526.zip&amp;agency=MHRA,Gadofosveset
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000193569957.zip&amp;agency=MHRA,Gadopentetic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000134119895.zip&amp;agency=MHRA,Gadoteric Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000243604107.zip&amp;agency=MHRA,Gadoteridol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000312717371.zip&amp;agency=MHRA,Gadoxetic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000534902501.zip&amp;agency=MHRA,Galantamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000448698405.zip&amp;agency=MHRA,Galcanezumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000545666592.zip&amp;agency=MHRA,Galium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000663374708.zip&amp;agency=MHRA,Gallamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000918606503.zip&amp;agency=MHRA,Gallium (Ga68) Dotatate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000369834618.zip&amp;agency=MHRA,Gallium [68ga]-Edotreotide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000498314168.zip&amp;agency=MHRA,Galsulfase
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000280036205.zip&amp;agency=MHRA,Gamma-Hydroxybutyric Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000543375788.zip&amp;agency=MHRA,Gamolenic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000189314195.zip&amp;agency=MHRA,Ganciclovir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000340671133.zip&amp;agency=MHRA,Ganirelix
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000684763757.zip&amp;agency=MHRA,Gefitinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000400820856.zip&amp;agency=MHRA,Gelatin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000365371972.zip&amp;agency=MHRA,Gelsemium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000752142542.zip&amp;agency=MHRA,Gemcitabine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000075826208.zip&amp;agency=MHRA,Gemeprost
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000727531489.zip&amp;agency=MHRA,Gemfibrozil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000169943854.zip&amp;agency=MHRA,Gemtuzumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000404219344.zip&amp;agency=MHRA,Gentamicin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000760983007.zip&amp;agency=MHRA,Gentian
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000473818073.zip&amp;agency=MHRA,Geraniol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000982188517.zip&amp;agency=MHRA,Geranium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000782780031.zip&amp;agency=MHRA,Gestodene
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000795719637.zip&amp;agency=MHRA,Gestrinone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000380843887.zip&amp;agency=MHRA,Gestronol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001059062616.zip&amp;agency=MHRA,Gilteritinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000382830250.zip&amp;agency=MHRA,Ginkgo Biloba
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000903206005.zip&amp;agency=MHRA,Givosiran
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000028122646.zip&amp;agency=MHRA,Glasdegib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000781842535.zip&amp;agency=MHRA,Glatiramer
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000061445181.zip&amp;agency=MHRA,Glecaprevir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000297487745.zip&amp;agency=MHRA,Glechoma
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000498712337.zip&amp;agency=MHRA,Glibenclamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000985716937.zip&amp;agency=MHRA,Gliclazide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000688596948.zip&amp;agency=MHRA,Glimepiride
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000524807924.zip&amp;agency=MHRA,Glipizide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000549031130.zip&amp;agency=MHRA,Gliquidone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000767198702.zip&amp;agency=MHRA,Glofitamab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001008945019.zip&amp;agency=MHRA,Glucagon
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000324301485.zip&amp;agency=MHRA,Gluconolactone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000038096981.zip&amp;agency=MHRA,Glucosamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000729644798.zip&amp;agency=MHRA,Glutamic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000640570833.zip&amp;agency=MHRA,Glutaraldehyde
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001049223014.zip&amp;agency=MHRA,Glutathione
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000906363225.zip&amp;agency=MHRA,Glutethimide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000270034699.zip&amp;agency=MHRA,Glycerol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000761412112.zip&amp;agency=MHRA,Glycerol Phenylbutyrate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000203709330.zip&amp;agency=MHRA,Glycerophosphoric Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000492149878.zip&amp;agency=MHRA,Glyceryl Monostearate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000204451095.zip&amp;agency=MHRA,Glyceryl Trinitrate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001004653096.zip&amp;agency=MHRA,Glycine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000418179092.zip&amp;agency=MHRA,Glycine Species
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000130647267.zip&amp;agency=MHRA,Glycol Salicylate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000265234734.zip&amp;agency=MHRA,Glycopyrronium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000326998050.zip&amp;agency=MHRA,Glycyrrhiza
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000092568238.zip&amp;agency=MHRA,Golimumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001045409287.zip&amp;agency=MHRA,Gonadorelin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000088673317.zip&amp;agency=MHRA,Goserelin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000290777183.zip&amp;agency=MHRA,Gramicidin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000727642587.zip&amp;agency=MHRA,Granisetron
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000246360585.zip&amp;agency=MHRA,Grazoprevir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000245406524.zip&amp;agency=MHRA,Grepafloxacin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000677176262.zip&amp;agency=MHRA,Griseofulvin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000996119734.zip&amp;agency=MHRA,Growth Hormone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000409049275.zip&amp;agency=MHRA,Guaiacol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000175295156.zip&amp;agency=MHRA,Guaiacum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001059270843.zip&amp;agency=MHRA,Guaiphenesin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000630422423.zip&amp;agency=MHRA,Guanethidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001054991278.zip&amp;agency=MHRA,Guanfacine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000452717406.zip&amp;agency=MHRA,Guar Gum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001031561396.zip&amp;agency=MHRA,Guselkumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000327408720.zip&amp;agency=MHRA,Haem
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000269962912.zip&amp;agency=MHRA,Halcinonide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000574973340.zip&amp;agency=MHRA,Halibut Liver Oil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000660320411.zip&amp;agency=MHRA,Halofantrine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000149242085.zip&amp;agency=MHRA,Haloperidol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000219020196.zip&amp;agency=MHRA,Halothane
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000967466849.zip&amp;agency=MHRA,Halquinol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000585121797.zip&amp;agency=MHRA,Hamamelis
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000864033549.zip&amp;agency=MHRA,Harpagophytum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000940852200.zip&amp;agency=MHRA,Hazel
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000468760803.zip&amp;agency=MHRA,Hedera Helix
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000070593267.zip&amp;agency=MHRA,Helium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000084376218.zip&amp;agency=MHRA,Helleborus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000370246902.zip&amp;agency=MHRA,Heparin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000751662473.zip&amp;agency=MHRA,Heparinoid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000505586271.zip&amp;agency=MHRA,Hepatitis B Immunoglobulin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000539419764.zip&amp;agency=MHRA,Hexachlorophane
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000598383686.zip&amp;agency=MHRA,Hexamidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000475036159.zip&amp;agency=MHRA,Hexaminolevulinate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000603479529.zip&amp;agency=MHRA,Hexetidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000572455987.zip&amp;agency=MHRA,Hexyl Nicotinate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000414808490.zip&amp;agency=MHRA,Hexylresorcinol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000671868903.zip&amp;agency=MHRA,Hippophae
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000716351288.zip&amp;agency=MHRA,Histamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000747762374.zip&amp;agency=MHRA,Histidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001001822825.zip&amp;agency=MHRA,Holcus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000337723872.zip&amp;agency=MHRA,Homatropine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000503762738.zip&amp;agency=MHRA,Human Blood
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000841745275.zip&amp;agency=MHRA,Human Clottable Protein
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000874917231.zip&amp;agency=MHRA,Human Monoclonal Igg1 Antibody Against Human Protein Dickkopf-1
