Drug,InChI Key,SMILES,PubChem CID,ChEMBL ID,ATC Code
Duvelisib,SJVQHLPISAIATJ-ZDUSSCGKSA-N,CC(C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,50905713,CHEMBL6329,No ATC Code found
Dydrogesterone,JGMOKGBVKVMRFX-HQZYFCCVSA-N,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,9051,CHEMBL6329,No ATC Code found
Ebastine,MJJALKDDGIKVBE-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,3191,CHEMBL6329,No ATC Code found
Echinacea,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Echinacea Purpurea Radix,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Econazole,LEZWWPYKPKIXLL-UHFFFAOYSA-N,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,3198,CHEMBL6329,No ATC Code found
Ecothiopate,BJOLKYGKSZKIGU-UHFFFAOYSA-N,CCOP(=O)(OCC)SCC[N+](C)(C)C,10548,CHEMBL6329,No ATC Code found
Eculizumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Edetic Acid,KCXVZYZYPLLWCC-UHFFFAOYSA-N,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,6049,CHEMBL6329,No ATC Code found
Edotreotide,RZHKDBRREKOZEW-AAXZNHDCSA-N,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)O)CC(=O)O)CC(=O)O)C(=O)NC(CO)C(C)O)O,158782,CHEMBL6329,No ATC Code found
Edoxaban,HGVDHZBSSITLCT-JLJPHGGASA-N,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,10280735,CHEMBL6329,No ATC Code found
Edrophonium,VWLHWLSRQJQWRG-UHFFFAOYSA-O,CC[N+](C)(C)C1=CC(=CC=C1)O,3202,CHEMBL6329,No ATC Code found
Efalizumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,64139,CHEMBL6329,No ATC Code found
Efgartigimod,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Eflornithine,VLCYCQAOQCDTCN-UHFFFAOYSA-N,C(CC(C(F)F)(C(=O)O)N)CN,3009,CHEMBL6329,No ATC Code found
Efmoroctocog Alfa,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Eftrenonacog Alfa,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Egg Whole,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Eicosapentaenoic Acid,JAZBEHYOTPTENJ-JLNKQSITSA-N,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,446284,CHEMBL6329,No ATC Code found
Elacestrant,SIFNOOUKXBRGGB-AREMUKBSSA-N,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)C3CCC4=C(C3)C=CC(=C4)O,23642301,CHEMBL6329,No ATC Code found
Eladocagene Exuparvovec,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Elbasvir,BVAZQCUMNICBAQ-PZHYSIFUSA-N,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC4=C(C=C3)N5C(OC6=C(C5=C4)C=CC(=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C(C)C)NC(=O)OC)C9=CC=CC=C9)NC(=O)OC,71661251,CHEMBL6329,No ATC Code found
Eletriptan,PWVXXGRKLHYWKM-LJQANCHMSA-N,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,77993,CHEMBL6329,No ATC Code found
Elettaria Cardamomum,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Elexacaftor,MVRHVFSOIWFBTE-INIZCTEOSA-N,CC1CC(N(C1)C2=C(C=CC(=N2)N3C=CC(=N3)OCC(C)(C)C(F)(F)F)C(=O)NS(=O)(=O)C4=CN(N=C4C)C)(C)C,134587348,CHEMBL6329,No ATC Code found
Eliglustat,FJZZPCZKBUKGGU-AUSIDOKSSA-N,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,23652731,CHEMBL6329,No ATC Code found
Elosulfase Alfa,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Elotuzumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Eltrombopag,SVOQIEJWJCQGDQ-UHFFFAOYSA-N,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C,135449332,CHEMBL6329,No ATC Code found
Eluxadoline,QFNHIDANIVGXPE-FNZWTVRRSA-N,CC1=CC(=CC(=C1CC(C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)C(C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N,11250029,CHEMBL6329,No ATC Code found
Elvitegravir,JUZYLCPPVHEVSV-LJQANCHMSA-N,CC(C)C(CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,5277135,CHEMBL6329,No ATC Code found
Emedastine,KBUZBQVCBVDWKX-UHFFFAOYSA-N,CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C,3219,CHEMBL6329,No ATC Code found
Emepronium,JEJBJBKVPOWOQK-UHFFFAOYSA-N,CC[N+](C)(C)C(C)CC(C1=CC=CC=C1)C2=CC=CC=C2,34055,CHEMBL6329,No ATC Code found
Emicizumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Empagliflozin,OBWASQILIWPZMG-QZMOQZSNSA-N,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,11949646,CHEMBL6329,No ATC Code found
Emtricitabine,XQSPYNMVSIKCOC-NTSWFWBYSA-N,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,60877,CHEMBL6329,No ATC Code found
Enalapril,GBXSMTUPTTWBMN-XIRDDKMYSA-N,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,5388962,CHEMBL6329,No ATC Code found
Enbucrilate,JJJFUHOGVZWXNQ-UHFFFAOYSA-N,CCCCOC(=O)C(=C)C#N,23087,CHEMBL6329,No ATC Code found
Encorafenib,CMJCXYNUCSMDBY-ZDUSSCGKSA-N,CC(C)N1C=C(C(=N1)C2=C(C(=CC(=C2)Cl)NS(=O)(=O)C)F)C3=NC(=NC=C3)NCC(C)NC(=O)OC,50922675,CHEMBL6329,No ATC Code found
Enflurane,JPGQOUSTVILISH-UHFFFAOYSA-N,C(C(OC(F)F)(F)F)(F)Cl,3226,CHEMBL6329,No ATC Code found
Enfuvirtide,PEASPLKKXBYDKL-FXEVSJAOSA-N,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(=O)N)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC7=CC=CC=C7)C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC8=CN=CN8)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C,16130199,CHEMBL6329,No ATC Code found
Enoxacin,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,3229,CHEMBL6329,No ATC Code found
Enoxaparin,HTTJABKRGRZYRN-UHFFFAOYSA-N,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,772,CHEMBL6329,No ATC Code found
Enoximone,ZJKNESGOIKRXQY-UHFFFAOYSA-N,CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC,53708,CHEMBL6329,No ATC Code found
Enoxolone,MPDGHEJMBKOTSU-YKLVYJNSSA-N,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,10114,CHEMBL6329,No ATC Code found
Entacapone,JRURYQJSLYLRLN-BJMVGYQFSA-N,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,5281081,CHEMBL6329,No ATC Code found
Entecavir,QDGZDCVAUDNJFG-FXQIFTODSA-N,C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N,135398508,CHEMBL6329,No ATC Code found
Entrectinib,HAYYBYPASCDWEQ-UHFFFAOYSA-N,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,25141092,CHEMBL6329,No ATC Code found
Enzalutamide,WXCXUHSOUPDCQV-UHFFFAOYSA-N,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,15951529,CHEMBL6329,No ATC Code found
Epacadostat,FBKMWOJEPMPVTQ-UHFFFAOYSA-N,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNS(=O)(=O)N)NO)Br)F,135564890,CHEMBL6329,No ATC Code found
Ephedrine,KWGRBVOPPLSCSI-WPRPVWTQSA-N,CC(C(C1=CC=CC=C1)O)NC,9294,CHEMBL6329,No ATC Code found
Epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,CNCC(C1=CC(=C(C=C1)O)O)O,5816,CHEMBL6329,No ATC Code found
Epirubicin,AOJJSUZBOXZQNB-VTZDEGQISA-N,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,41867,CHEMBL6329,No ATC Code found
Eplerenone,JUKPWJGBANNWMW-VWBFHTRKSA-N,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC,443872,CHEMBL6329,No ATC Code found
Epoprostenol,KAQKFAOMNZTLHT-OZUDYXHBSA-N,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,5282411,CHEMBL6329,No ATC Code found
Epoxybisphenol-A,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Eprosartan,OROAFUQRIXKEMV-LDADJPATSA-N,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,5281037,CHEMBL6329,No ATC Code found
Eptifibatide,CZKPOZZJODAYPZ-LROMGURASA-N,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,448812,CHEMBL6329,No ATC Code found
Eptinezumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Eptotermin Alfa,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Equisetum,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Eravacycline,AKLMFDDQCHURPW-ISIOAQNYSA-N,CN(C)C1C2CC3CC4=C(C=C(C(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)NC(=O)CN5CCCC5)F,54726192,CHEMBL6329,No ATC Code found
Erdosteine,QGFORSXNKQLDNO-UHFFFAOYSA-N,C1CSC(=O)C1NC(=O)CSCC(=O)O,65632,CHEMBL6329,No ATC Code found
Erenumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Ergometrine,WVVSZNPYNCNODU-XTQGRXLLSA-N,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,443884,CHEMBL6329,No ATC Code found
Ergotamine,XCGSFFUVFURLIX-VFGNJEKYSA-N,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,8223,CHEMBL6329,No ATC Code found
Eribulin,UFNVPOGXISZXJD-JBQZKEIOSA-N,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,11354606,CHEMBL6329,No ATC Code found
Erlotinib,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,176870,CHEMBL6329,No ATC Code found
Ertapenem,JUZNIMUFDBIJCM-ANEDZVCMSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,150610,CHEMBL6329,No ATC Code found
Ertugliflozin,MCIACXAZCBVDEE-CUUWFGFTSA-N,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl,44814423,CHEMBL6329,No ATC Code found
Erythromycin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,12560,CHEMBL6329,No ATC Code found
Erythropoietin,OXCMYAYHXIHQOA-UHFFFAOYSA-N,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],11751549,CHEMBL6329,No ATC Code found
Erythrosine,RAGZEDHHTPQLAI-UHFFFAOYSA-L,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)[O-])I)I)[O-])I.[Na+].[Na+],12961638,CHEMBL6329,No ATC Code found
Escitalopram,WSEQXVZVJXJVFP-FQEVSTJZSA-N,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,146570,CHEMBL6329,No ATC Code found
Eslicarbazepine,BMPDWHIDQYTSHX-AWEZNQCLSA-N,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,9881504,CHEMBL6329,No ATC Code found
Esmolol,AQNDDEOPVVGCPG-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,59768,CHEMBL6329,No ATC Code found
Esomeprazole,SUBDBMMJDZJVOS-DEOSSOPVSA-N,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,9568614,CHEMBL6329,No ATC Code found
Estetrol,AJIPIJNNOJSSQC-NYLIRDPKSA-N,CC12CCC3C(C1C(C(C2O)O)O)CCC4=C3C=CC(=C4)O,27125,CHEMBL6329,No ATC Code found
Estradiol,VOXZDWNPVJITMN-ZBRFXRBCSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,5757,CHEMBL6329,No ATC Code found
Estramustine,FRPJXPJMRWBBIH-RBRWEJTLSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,259331,CHEMBL6329,No ATC Code found
Estrogen,VOXZDWNPVJITMN-ZBRFXRBCSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,5757,CHEMBL6329,No ATC Code found
Estrone,DNXHEGUUPJUMQT-CBZIJGRNSA-N,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,5870,CHEMBL6329,No ATC Code found
Estropipate,HZEQBCVBILBTEP-ZFINNJDLSA-N,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1,5284555,CHEMBL6329,No ATC Code found
Etanercept,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Etelcalcetide,ANIAZGVDEUQPRI-ZJQCGQFWSA-N,CC(C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(CSSCC(C(=O)O)N)NC(=O)C,71511839,CHEMBL6329,No ATC Code found
Ethacrynic Acid,AVOLMBLBETYQHX-UHFFFAOYSA-N,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,3278,CHEMBL6329,No ATC Code found
Ethambutol,AEUTYOVWOVBAKS-UWVGGRQHSA-N,CCC(CO)NCCNC(CC)CO,14052,CHEMBL6329,No ATC Code found
Ethamivan,BQJODPIMMWWMFC-UHFFFAOYSA-N,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,9363,CHEMBL6329,No ATC Code found
Ethamsylate,HBGOLJKPSFNJSD-UHFFFAOYSA-N,CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O,17506,CHEMBL6329,No ATC Code found
Ethanol,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,702,CHEMBL6329,No ATC Code found
Ethanolamine,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C(CO)N,700,CHEMBL6329,No ATC Code found
Ether,RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,3283,CHEMBL6329,No ATC Code found
Ethinylestradiol,BFPYWIDHMRZLRN-SLHNCBLASA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,5991,CHEMBL6329,No ATC Code found
Ethionamide,AEOCXXJPGCBFJA-UHFFFAOYSA-N,CCC1=NC=CC(=C1)C(=S)N,2761171,CHEMBL6329,No ATC Code found
Ethoglucid,UMILHIMHKXVDGH-UHFFFAOYSA-N,C1C(O1)COCCOCCOCCOCC2CO2,16058,CHEMBL6329,No ATC Code found
Ethoheptazine,WGJHHMKQBWSQIY-UHFFFAOYSA-N,CCOC(=O)C1(CCCN(CC1)C)C2=CC=CC=C2,6469,CHEMBL6329,No ATC Code found
Ethosuximide,HAPOVYFOVVWLRS-UHFFFAOYSA-N,CCC1(CC(=O)NC1=O)C,3291,CHEMBL6329,No ATC Code found
Ethyl Chloride,HRYZWHHZPQKTII-UHFFFAOYSA-N,CCCl,6337,CHEMBL6329,No ATC Code found
Ethyl Nicotinate,XBLVHTDFJBKJLG-UHFFFAOYSA-N,CCOC(=O)C1=CN=CC=C1,69188,CHEMBL6329,No ATC Code found
Ethyl Salicylate,GYCKQBWUSACYIF-UHFFFAOYSA-N,CCOC(=O)C1=CC=CC=C1O,8365,CHEMBL6329,No ATC Code found
Ethylenediamine,PIICEJLVQHRZGT-UHFFFAOYSA-N,C(CN)N,3301,CHEMBL6329,No ATC Code found
Ethylenediamine Diacetic Acid,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Ethylmorphine,OGDVEMNWJVYAJL-LEPYJNQMSA-N,CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1,5359271,CHEMBL6329,No ATC Code found
Ethynodiol,JYILPERKVHXLNF-QMNUTNMBSA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(CCC34)O,14687,CHEMBL6329,No ATC Code found
Etizolam,VMZUTJCNQWMAGF-UHFFFAOYSA-N,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,3307,CHEMBL6329,No ATC Code found
Etodolac,NNYBQONXHNTVIJ-UHFFFAOYSA-N,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,3308,CHEMBL6329,No ATC Code found
Etofenamate,XILVEPYQJIOVNB-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F,35375,CHEMBL6329,No ATC Code found
Etomidate,NPUKDXXFDDZOKR-LLVKDONJSA-N,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,667484,CHEMBL6329,No ATC Code found
Etonogestrel,GCKFUYQCUCGESZ-BPIQYHPVSA-N,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,6917715,CHEMBL6329,No ATC Code found
Etoposide,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,36462,CHEMBL6329,No ATC Code found
Etoricoxib,MNJVRJDLRVPLFE-UHFFFAOYSA-N,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,123619,CHEMBL6329,No ATC Code found
Etravirine,PYGWGZALEOIKDF-UHFFFAOYSA-N,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,193962,CHEMBL6329,No ATC Code found
Etretinate,HQMNCQVAMBCHCO-DJRRULDNSA-N,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,5282375,CHEMBL6329,No ATC Code found
Eucalyptus,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Eudragits,IQSHMXAZFHORGY-UHFFFAOYSA-N,CC(=C)C(=O)O.COC(=O)C=C,65358,CHEMBL6329,No ATC Code found
Eugenol,RRAFCDWBNXTKKO-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CC=C)O,3314,CHEMBL6329,No ATC Code found
Eupatorium,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Eupatorium Perfoliatum,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Everolimus,HKVAMNSJSFKALM-GKUWKFKPSA-N,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,6442177,CHEMBL6329,No ATC Code found
Evolocumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Exametazime,BPNZYADGDZPRTK-UDUYQYQQSA-N,CC(C(=NO)C)NCC(C)(C)CNC(C)C(=NO)C,9552071,CHEMBL6329,No ATC Code found
Exemestane,BFYIZQONLCFLEV-DAELLWKTSA-N,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,60198,CHEMBL6329,No ATC Code found
Exenatide,HTQBXNHDCUEHJF-XWLPCZSASA-N,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N6CCCC6C(=O)NC(CO)C(=O)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC8=CC=CC=C8)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC9=CNC=N9)N,45588096,CHEMBL6329,No ATC Code found
Ezetimibe,OLNTVTPDXPETLC-XPWALMASSA-N,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,150311,CHEMBL6329,No ATC Code found
Factor Ii,AGVAZMGAQJOSFJ-UHFFFAOYSA-M,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+2],54605677,CHEMBL6329,No ATC Code found
Factor Ix,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Factor Vii,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Factor Viii Recombinant Human,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Factor Viii Unspecified,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Factor X,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Factor Xiii,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Fagopyrum Esculentum,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Famciclovir,GGXKWVWZWMLJEH-UHFFFAOYSA-N,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,3324,CHEMBL6329,No ATC Code found
Famotidine,XUFQPHANEAPEMJ-UHFFFAOYSA-N,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,5702160,CHEMBL6329,No ATC Code found
Fampridine,NUKYPUAOHBNCPY-UHFFFAOYSA-N,C1=CN=CC=C1N,1727,CHEMBL6329,No ATC Code found
Faricimab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
