Drug,InChI Key,SMILES,PubChem CID
Enfuvirtide,PEASPLKKXBYDKL-FXEVSJAOSA-N,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(=O)N)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC7=CC=CC=C7)C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC8=CN=CN8)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C,16130199
Enoxacin,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,3229
Enoxaparin,HTTJABKRGRZYRN-UHFFFAOYSA-N,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,772
Enoximone,ZJKNESGOIKRXQY-UHFFFAOYSA-N,CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC,53708
Enoxolone,MPDGHEJMBKOTSU-YKLVYJNSSA-N,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,10114
Entacapone,JRURYQJSLYLRLN-BJMVGYQFSA-N,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,5281081
Entecavir,QDGZDCVAUDNJFG-FXQIFTODSA-N,C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N,135398508
Entrectinib,HAYYBYPASCDWEQ-UHFFFAOYSA-N,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,25141092
Enzalutamide,WXCXUHSOUPDCQV-UHFFFAOYSA-N,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,15951529
Epacadostat,FBKMWOJEPMPVTQ-UHFFFAOYSA-N,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNS(=O)(=O)N)NO)Br)F,135564890
Ephedrine,KWGRBVOPPLSCSI-WPRPVWTQSA-N,CC(C(C1=CC=CC=C1)O)NC,9294
Epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,CNCC(C1=CC(=C(C=C1)O)O)O,5816
Epirubicin,AOJJSUZBOXZQNB-VTZDEGQISA-N,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,41867
Eplerenone,JUKPWJGBANNWMW-VWBFHTRKSA-N,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC,443872
Epoprostenol,KAQKFAOMNZTLHT-OZUDYXHBSA-N,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,5282411
Epoxybisphenol-A,No InChI Key found,No SMILES found,No PubChem CID found
Eprosartan,OROAFUQRIXKEMV-LDADJPATSA-N,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,5281037
Eptifibatide,CZKPOZZJODAYPZ-LROMGURASA-N,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,448812
Eptinezumab,No InChI Key found,No SMILES found,No PubChem CID found
Eptotermin Alfa,No InChI Key found,No SMILES found,No PubChem CID found
Equisetum,No InChI Key found,No SMILES found,No PubChem CID found
Eravacycline,AKLMFDDQCHURPW-ISIOAQNYSA-N,CN(C)C1C2CC3CC4=C(C=C(C(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)NC(=O)CN5CCCC5)F,54726192
Erdosteine,QGFORSXNKQLDNO-UHFFFAOYSA-N,C1CSC(=O)C1NC(=O)CSCC(=O)O,65632
Erenumab,No InChI Key found,No SMILES found,No PubChem CID found
Ergometrine,WVVSZNPYNCNODU-XTQGRXLLSA-N,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,443884
Ergotamine,XCGSFFUVFURLIX-VFGNJEKYSA-N,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,8223
Eribulin,UFNVPOGXISZXJD-JBQZKEIOSA-N,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,11354606
Erlotinib,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,176870
Ertapenem,JUZNIMUFDBIJCM-ANEDZVCMSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,150610
Ertugliflozin,MCIACXAZCBVDEE-CUUWFGFTSA-N,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl,44814423
Erythromycin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,12560
Erythropoietin,OXCMYAYHXIHQOA-UHFFFAOYSA-N,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],11751549
Erythrosine,RAGZEDHHTPQLAI-UHFFFAOYSA-L,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)[O-])I)I)[O-])I.[Na+].[Na+],12961638
Escitalopram,WSEQXVZVJXJVFP-FQEVSTJZSA-N,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,146570
Eslicarbazepine,BMPDWHIDQYTSHX-AWEZNQCLSA-N,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,9881504
Esmolol,AQNDDEOPVVGCPG-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,59768
Esomeprazole,SUBDBMMJDZJVOS-DEOSSOPVSA-N,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,9568614
Estetrol,AJIPIJNNOJSSQC-NYLIRDPKSA-N,CC12CCC3C(C1C(C(C2O)O)O)CCC4=C3C=CC(=C4)O,27125
Estradiol,VOXZDWNPVJITMN-ZBRFXRBCSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,5757
Estramustine,FRPJXPJMRWBBIH-RBRWEJTLSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,259331
Estrogen,VOXZDWNPVJITMN-ZBRFXRBCSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,5757
Estrone,DNXHEGUUPJUMQT-CBZIJGRNSA-N,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,5870
Estropipate,HZEQBCVBILBTEP-ZFINNJDLSA-N,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1,5284555
Etanercept,No InChI Key found,No SMILES found,No PubChem CID found
Etelcalcetide,ANIAZGVDEUQPRI-ZJQCGQFWSA-N,CC(C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(CSSCC(C(=O)O)N)NC(=O)C,71511839
Ethacrynic Acid,AVOLMBLBETYQHX-UHFFFAOYSA-N,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,3278
Ethambutol,AEUTYOVWOVBAKS-UWVGGRQHSA-N,CCC(CO)NCCNC(CC)CO,14052
Ethamivan,BQJODPIMMWWMFC-UHFFFAOYSA-N,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,9363
Ethamsylate,HBGOLJKPSFNJSD-UHFFFAOYSA-N,CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O,17506
Ethanol,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,702
Ethanolamine,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C(CO)N,700
Ether,RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,3283
Ethinylestradiol,BFPYWIDHMRZLRN-SLHNCBLASA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,5991
Ethionamide,AEOCXXJPGCBFJA-UHFFFAOYSA-N,CCC1=NC=CC(=C1)C(=S)N,2761171
Ethoglucid,UMILHIMHKXVDGH-UHFFFAOYSA-N,C1C(O1)COCCOCCOCCOCC2CO2,16058
Ethoheptazine,WGJHHMKQBWSQIY-UHFFFAOYSA-N,CCOC(=O)C1(CCCN(CC1)C)C2=CC=CC=C2,6469
Ethosuximide,HAPOVYFOVVWLRS-UHFFFAOYSA-N,CCC1(CC(=O)NC1=O)C,3291
Ethyl Chloride,HRYZWHHZPQKTII-UHFFFAOYSA-N,CCCl,6337
Ethyl Nicotinate,XBLVHTDFJBKJLG-UHFFFAOYSA-N,CCOC(=O)C1=CN=CC=C1,69188
Ethyl Salicylate,GYCKQBWUSACYIF-UHFFFAOYSA-N,CCOC(=O)C1=CC=CC=C1O,8365
Ethylenediamine,PIICEJLVQHRZGT-UHFFFAOYSA-N,C(CN)N,3301
Ethylenediamine Diacetic Acid,No InChI Key found,No SMILES found,No PubChem CID found
Ethylmorphine,OGDVEMNWJVYAJL-LEPYJNQMSA-N,CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1,5359271
Ethynodiol,JYILPERKVHXLNF-QMNUTNMBSA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(CCC34)O,14687
Etizolam,VMZUTJCNQWMAGF-UHFFFAOYSA-N,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,3307
Etodolac,NNYBQONXHNTVIJ-UHFFFAOYSA-N,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,3308
Etofenamate,XILVEPYQJIOVNB-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F,35375
Etomidate,NPUKDXXFDDZOKR-LLVKDONJSA-N,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,667484
Etonogestrel,GCKFUYQCUCGESZ-BPIQYHPVSA-N,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,6917715
Etoposide,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,36462
Etoricoxib,MNJVRJDLRVPLFE-UHFFFAOYSA-N,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,123619
Etravirine,PYGWGZALEOIKDF-UHFFFAOYSA-N,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,193962
Etretinate,HQMNCQVAMBCHCO-DJRRULDNSA-N,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,5282375
Eucalyptus,No InChI Key found,No SMILES found,No PubChem CID found
Eudragits,IQSHMXAZFHORGY-UHFFFAOYSA-N,CC(=C)C(=O)O.COC(=O)C=C,65358
Eugenol,RRAFCDWBNXTKKO-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CC=C)O,3314
Eupatorium,No InChI Key found,No SMILES found,No PubChem CID found
Eupatorium Perfoliatum,No InChI Key found,No SMILES found,No PubChem CID found
Everolimus,HKVAMNSJSFKALM-GKUWKFKPSA-N,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,6442177
Evolocumab,No InChI Key found,No SMILES found,No PubChem CID found
Exametazime,BPNZYADGDZPRTK-UDUYQYQQSA-N,CC(C(=NO)C)NCC(C)(C)CNC(C)C(=NO)C,9552071
Exemestane,BFYIZQONLCFLEV-DAELLWKTSA-N,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,60198
Exenatide,HTQBXNHDCUEHJF-XWLPCZSASA-N,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N6CCCC6C(=O)NC(CO)C(=O)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC8=CC=CC=C8)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC9=CNC=N9)N,45588096
Ezetimibe,OLNTVTPDXPETLC-XPWALMASSA-N,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,150311
Factor Ii,AGVAZMGAQJOSFJ-UHFFFAOYSA-M,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+2],54605677
Factor Ix,No InChI Key found,No SMILES found,No PubChem CID found
Factor Vii,No InChI Key found,No SMILES found,No PubChem CID found
Factor Viii Recombinant Human,No InChI Key found,No SMILES found,No PubChem CID found
Factor Viii Unspecified,No InChI Key found,No SMILES found,No PubChem CID found
Factor X,No InChI Key found,No SMILES found,No PubChem CID found
Factor Xiii,No InChI Key found,No SMILES found,No PubChem CID found
Fagopyrum Esculentum,No InChI Key found,No SMILES found,No PubChem CID found
Famciclovir,GGXKWVWZWMLJEH-UHFFFAOYSA-N,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,3324
Famotidine,XUFQPHANEAPEMJ-UHFFFAOYSA-N,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,5702160
Fampridine,NUKYPUAOHBNCPY-UHFFFAOYSA-N,C1=CN=CC=C1N,1727
Faricimab,No InChI Key found,No SMILES found,No PubChem CID found
Farletuzumab,No InChI Key found,No SMILES found,No PubChem CID found
Fast Green Fcf,RZSYLLSAWYUBPE-UHFFFAOYSA-L,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=C(C=C(C=C5)O)S(=O)(=O)[O-].[Na+].[Na+],16887
Febuxostat,BQSJTQLCZDPROO-UHFFFAOYSA-N,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,134018
Fedratinib,JOOXLOJCABQBSG-UHFFFAOYSA-N,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,16722836
Felbamate,WKGXYQFOCVYPAC-UHFFFAOYSA-N,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,3331
Felbinac,QRZAKQDHEVVFRX-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,3332
Felodipine,RZTAMFZIAATZDJ-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,3333
Felypressin,SFKQVVDKFKYTNA-DZCXQCEKSA-N,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=CC=C4)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N,14257662
Fenbufen,ZPAKPRAICRBAOD-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,3335
Fenfluramine,DBGIVFWFUFKIQN-UHFFFAOYSA-N,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,3337
Fenofibrate,YMTINGFKWWXKFG-UHFFFAOYSA-N,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,3339
Fenoprofen,RDJGLLICXDHJDY-UHFFFAOYSA-N,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,3342
Fentanyl,PJMPHNIQZUBGLI-UHFFFAOYSA-N,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,3345
Fenticonazole,ZCJYUTQZBAIHBS-UHFFFAOYSA-N,C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,51755
Feprazone,RBBWCVQDXDFISW-UHFFFAOYSA-N,CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C,35455
Ferric Carboxymaltose,MFBBZTDYOYZJGB-UHFFFAOYSA-L,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(C(CO)O)C(C(C(=O)[O-])O)O)CO)CO)O)O)O)O.O.[OH-].[O-2].[Fe+3],139266768
Ferric Derisomaltose,JTQTXQSGPZRXJF-DOJSGGEQSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(CO)O)O)O)O)O)O)O)O)O)O)O.[Fe+3],86278348
Ferric Oxide,No InChI Key found,No SMILES found,No PubChem CID found
Ferucarbotran,No InChI Key found,No SMILES found,No PubChem CID found
Ferula Assa-Foetida,No InChI Key found,No SMILES found,No PubChem CID found
Ferumoxides,No InChI Key found,No SMILES found,No PubChem CID found
Ferumoxsil,No InChI Key found,No SMILES found,No PubChem CID found
Ferumoxytol,No InChI Key found,No SMILES found,No PubChem CID found
Fesoterodine,DCCSDBARQIPTGU-HSZRJFAPSA-N,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,6918558
Festuca Pratensis,No InChI Key found,No SMILES found,No PubChem CID found
Fexofenadine,RWTNPBWLLIMQHL-UHFFFAOYSA-N,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,3348
Fezolinetant,PPSNFPASKFYPMN-SECBINFHSA-N,CC1C2=NN=C(N2CCN1C(=O)C3=CC=C(C=C3)F)C4=NC(=NS4)C,117604931
Ficus Carica,No InChI Key found,No SMILES found,No PubChem CID found
Fidaxomicin,ZVGNESXIJDCBKN-UUEYKCAUSA-N,CCC1C=C(C(CC=CC=C(C(=O)OC(CC=C(C=C(C1OC2C(C(C(C(O2)(C)C)OC(=O)C(C)C)O)O)C)C)C(C)O)COC3C(C(C(C(O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)C,10034073
Filgotinib,RIJLVEAXPNLDTC-UHFFFAOYSA-N,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,49831257
Filgrastim,No InChI Key found,No SMILES found,No PubChem CID found
Finasteride,DBEPLOCGEIEOCV-WSBQPABSSA-N,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,57363
Fingolimod,KKGQTZUTZRNORY-UHFFFAOYSA-N,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,107970
Flavoxate,SPIUTQOUKAMGCX-UHFFFAOYSA-N,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,3354
Flecainide,DJBNUMBKLMJRSA-UHFFFAOYSA-N,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,3356
Flosequinan,UYGONJYYUKVHDD-UHFFFAOYSA-N,CN1C=C(C(=O)C2=C1C=C(C=C2)F)S(=O)C,4474062
Flour Mite,No InChI Key found,No SMILES found,No PubChem CID found
Flubendazole,CPEUVMUXAHMANV-UHFFFAOYSA-N,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,35802
Fluclorolone Acetonide,NJNWEGFJCGYWQT-VSXGLTOVSA-N,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)Cl)Cl)C)F)C,20054914
Flucloxacillin,UIOFUWFRIANQPC-JKIFEVAISA-N,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,21319
Fluconazole,RFHAOTPXVQNOHP-UHFFFAOYSA-N,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,3365
Flucytosine,XRECTZIEBJDKEO-UHFFFAOYSA-N,C1=NC(=O)NC(=C1F)N,3366
Fludarabine,HBUBKKRHXORPQB-FJFJXFQQSA-N,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,657237
Fludrocortisone,AAXVEMMRQDVLJB-BULBTXNYSA-N,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F,31378
Flufenamic Acid,LPEPZBJOKDYZAD-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,3371
Flumazenil,OFBIFZUFASYYRE-UHFFFAOYSA-N,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,3373
Flumethasone,WXURHACBFYSXBI-GQKYHHCASA-N,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F,16490
Flunarizine,SMANXXCATUTDDT-QPJJXVBHSA-N,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,941361
Flunisolide,XSFJVAJPIHIPKU-XWCQMRHXSA-N,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,82153
Flunitrazepam,PPTYJKAXVCCBDU-UHFFFAOYSA-N,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,3380
Fluocinolone,UUOUOERPONYGOS-CLCRDYEYSA-N,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CC(C4=CC(=O)C=CC43C)F)F)O,91488
Fluocinonide,WJOHZNCJWYWUJD-IUGZLZTKSA-N,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,9642
Fluocortolone,GAKMQHDJQHZUTJ-ULHLPKEOSA-N,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)CO)C)O)C)F,9053
Fluorescein,GNBHRKFJIUUOQI-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,16850
Fluorine-18,KRHYYFGTRYWZRS-BJUDXGSMSA-N,F,105162
Fluorometholone,FAOZLTXFLGPHNG-KNAQIMQKSA-N,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,9878
Fluorouracil,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,3385
Fluoxetine,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,3386
Flupenthixol,NJMYODHXAKYRHW-BLLMUTORSA-N,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,5281878
Fluphenazine,PLDUPXSUYLZYBN-UHFFFAOYSA-N,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,3372
Flupirtine,JUUFBMODXQKSTD-UHFFFAOYSA-N,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,53276
Flurandrenolone,POPFMWWJOGLOIF-XWCQMRHXSA-N,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,15209
Flurazepam,SAADBVWGJQAEFS-UHFFFAOYSA-N,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,3393
Flurbiprofen,SYTBZMRGLBWNTM-UHFFFAOYSA-N,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,3394
Fluspirilene,QOYHHIBFXOOADH-UHFFFAOYSA-N,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,3396
Flutamide,MKXKFYHWDHIYRV-UHFFFAOYSA-N,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,3397
