DDPD-ID,Drug-Name,SMILES,Molecular Weight (g/mol),C-Max Value (ng/ml),C-Max Unit,C-Max Raw Value,C-Max Annotation,C-Max (nM)
DDPD01023,Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,384.254,3.4967114,ng/ml,9.1±7.3,"PO, oral; extended release formulation; normal,healthy;",9.10
DDPD01024,Mycophenolic acid,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,320.3371,13500.0,ng/ml,8-19,"PO, oral; Active metabolite; organ transplants;",42143.10
DDPD01026,Ketoconazole,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,531.431,3050.0,ng/ml,2.5-3.6,Oral single dose;,5739.22
DDPD01026,Ketoconazole,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,531.431,1700579.2,ng/ml,3.2(1.4-4.5),"PO, oral; superficial mycotic infection;",3200000.00
DDPD01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,428.5294,1900.0,ng/ml,1.9±0.4,Oral single dose;,4433.77
DDPD01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,428.5294,2900.0,ng/ml,2.9±0.9,Oral single dose;,6767.33
DDPD01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,428.5294,4900.0,ng/ml,4.9±1.2,Oral single dose;,11434.45
DDPD01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,428.5294,5300.0,ng/ml,5.3±1.9,Oral single dose;,12367.88
DDPD01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,428.5294,2040.0,ng/ml,2.04±0.4,Oral multiple dose;,4760.47
DDPD01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,428.5294,3300.0,ng/ml,3.3±0.8,Oral multiple dose;,7700.76
DDPD01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,428.5294,4400.0,ng/ml,4.4±0.7,Oral multiple dose;,10267.67
DDPD01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,428.5294,5600.0,ng/ml,5.6±2.1,Oral multiple dose;,13067.95
DDPD01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,428.5294,1300.0,ng/ml,1.3±0.4,"Male, men; normal,healthy;",3033.63
DDPD01030,Topotecan,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,421.4458,5.9,ng/ml,5.9±0.8,Oral single dose; Derivative; adults; solid tumors;,14.00
DDPD01030,Topotecan,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,421.4458,7.5,ng/ml,7.5±2.6,Oral single dose; Derivative; adults; solid tumors;,17.80
DDPD01030,Topotecan,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,421.4458,38.0,ng/ml,38±8,Derivative; adults; solid tumors;,90.17
DDPD01030,Topotecan,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,421.4458,19.0,ng/ml,19±2,Derivative; adults; solid tumors;,45.08
DDPD01033,Mercaptopurine,S=C1N=CNC2=C1NC=N2,152.177,112610.98,ng/ml,0.74±0.28,combination drug use; Children; tumor;,740000.00
DDPD01033,Mercaptopurine,S=C1N=CNC2=C1NC=N2,152.177,563054.9,ng/ml,3.7±0.6,combination drug use; Children; tumor;,3700000.00
DDPD01033,Mercaptopurine,S=C1N=CNC2=C1NC=N2,152.177,1050021.3,ng/ml,6.9,Children; tumor;,6900000.00
DDPD01035,Procainamide,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,235.3253,2200.0,ng/ml,2.2,"PO, oral; Male, men; adults;",9348.76
DDPD01035,Procainamide,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,235.3253,2900.0,ng/ml,2.9,"PO, oral;  Female, women; adults;",12323.37
DDPD01036,Tolterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,325.4876,5.2,ng/ml,5.2±5.7,"PO, oral; Male, men; adults; normal,healthy; extensive metabolizers, EM;",15.98
DDPD01036,Tolterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,325.4876,38.0,ng/ml,38±15,"PO, oral; Male, men; adults; normal,healthy; poor metabolizers, PM;",116.75
DDPD01037,Selegiline,C[C@H](CC1=CC=CC=C1)N(C)CC#C,187.286,1.1,ng/ml,1.1±0.4,"PO, oral; adults;",5.87
DDPD01037,Selegiline,C[C@H](CC1=CC=CC=C1)N(C)CC#C,187.286,15.0,ng/ml,~15,"PO, oral; Active metabolite; adults;",80.09
DDPD01039,Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,360.831,7750.0,ng/ml,6-9.5,"PO, oral; normal,healthy; fasting;",21478.20
DDPD01039,Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,360.831,8600.0,ng/ml,8.6±0.9,"Tablet, PO, oral; immediate release formulation;",23833.87
DDPD01039,Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,360.831,10800.0,ng/ml,10.8±0.6,"Capsule, PO, Oral; Drug form;",29930.91
DDPD01041,Thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,258.2295,2000.0,ng/ml,2.0±0.6,"Oral single dose; Male, men; normal,healthy;",7745.05
DDPD01042,Melphalan,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,305.2,310.0,ng/ml,0.31±0.15,"PO, oral; tumor;",1015.73
DDPD01042,Melphalan,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,305.2,1300.0,ng/ml,1.3±0.95,"intravenous injection, IV; tumor;",4259.50
DDPD01045,Rifampicin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,822.9402,6500.0,ng/ml,6.5±3.5,"PO, oral; tuberculosis;",7898.51
DDPD01047,Fluocinonide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,494.5249,3000.0,ng/ml,3.0±0.89,"Tablet, PO, oral;",6066.43
DDPD01050,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,206.2808,20000.0,ng,20,"PO, oral;",96955.22
DDPD01050,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,206.2808,61100.0,ng/ml,61.1±5.5,Oral single dose; Raceme D/L;,296198.19
DDPD01053,Benzylpenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,334.39,740.0,ng/ml,0.28-1.2,Liquid;,2212.98
DDPD01053,Benzylpenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,334.39,12000.0,ng/ml,12.0,"IM,intramuscular injection; Derivative;",35886.24
DDPD01053,Benzylpenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,334.39,940.0,ng/ml,0.94,"IM,intramuscular injection; Derivative;",2811.09
DDPD01053,Benzylpenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,334.39,160.0,ng/ml,0.16,"IM,intramuscular injection; Derivative;",478.48
DDPD01058,Praziquantel,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,312.4061,3550.0,ng/ml,0.8-6.3,Oral single dose;,11363.41
DDPD01060,Amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,365.404,3930.0,ng/ml,3.93±1.13,"PO, oral;",10755.22
DDPD01060,Amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,365.404,11210.0,ng/ml,11.21±3.42,"PO, oral;",30678.37
DDPD01060,Amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,365.404,46000.0,ng/ml,46±12,"intravenous injection, IV; Elderly; normal,healthy;",125888.06
DDPD01060,Amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,365.404,5000.0,ng/ml,5.0,Oral single dose; adults;,13683.48
DDPD01062,Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,357.4864,8.2,ng/ml,8.2,"PO, oral;",22.94
DDPD01062,Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,357.4864,69.7,ng/ml,41-98.4,"PO, oral; Active metabolite;",194.97
DDPD01062,Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,357.4864,12.4,ng/ml,12.4±4.1,"PO, oral; immediate release formulation;",34.69
DDPD01062,Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,357.4864,4.2,ng/ml,4.2±1.6,"PO, oral; extended release formulation;",11.75
DDPD01067,Glipizide,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,445.535,465.0,ng/ml,465±139,"PO, oral; immediate release formulation; young; normal,healthy;",1043.69
DDPD01068,Clonazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,315.711,17.0,ng/ml,17±5.4,"Tablet, PO, oral; adults; normal,healthy;",53.85
DDPD01068,Clonazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,315.711,16.0,ng/ml,3-29,"intravenous injection, IV; adults; normal,healthy;",50.68
DDPD01069,Promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,284.419,22.0,ng/ml,22,"IM,intramuscular injection;",77.35
DDPD01069,Promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,284.419,10.0,ng/ml,10,"intravenous injection, IV;",35.16
DDPD01069,Promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,284.419,10.2,ng/ml,2.4-18.0,"PO, oral;",35.86
DDPD01072,Atazanavir,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,704.8555,5400.0,ng/ml,5.4±1.4,"PO, oral; food;",7661.14
DDPD01073,Fludarabine,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,285.235,570.0,ng/ml,0.57,adults; tumor;,1998.35
DDPD01075,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,255.3547,66.0,ng/ml,66±22,"Oral single dose; fasting; adults; normal,healthy;",258.46
DDPD01075,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,255.3547,230.0,ng/ml,~230,"fasting; adults; normal,healthy;",900.71
DDPD01076,Atorvastatin,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,558.6398,28.0,ng/ml,28,"PO, oral;",50.12
DDPD01076,Atorvastatin,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,558.6398,14.9,ngEq/ml,14.9±1.8,"PO, oral; normal,healthy;",26.67
DDPD01079,Tegaserod,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,301.394,2.7,ng/ml,2.7±1.2,"PO, oral;",8.96
DDPD01097,Leflunomide,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,270.2073,35000.0,ng/ml,35.0,"PO, oral; rheumatoid arthritis;",129530.18
DDPD01098,Rosuvastatin,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,481.538,6.06,ng/ml,6.06,"PO, oral; normal,healthy;",12.58
DDPD01098,Rosuvastatin,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,481.538,4.6,ng/ml,4.6±2.1,"PO, oral;",9.55
DDPD01101,Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,359.3501,6600.0,ng/ml,6.6±6.0,"PO, oral;",18366.49
DDPD01101,Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,359.3501,470.0,ng/ml,0.47±0.47,"PO, oral; Components;",1307.92
DDPD01104,Sertraline,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,306.23,37.5,ng/ml,20-55,"PO, oral;",122.46
DDPD01104,Sertraline,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,306.23,118.0,ng/ml,118±22,"PO, oral; Male, men; adults; normal,healthy;",385.33
DDPD01104,Sertraline,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,306.23,166.0,ng/ml,166±65,"PO, oral;  Female, women; adults; normal,healthy;",542.08
DDPD01109,Heparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,N.A.,70.0,ng/ml,70±39,,
DDPD01110,Miconazole,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,416.129,15100.0,ng/ml,15.1±16.2,"Tablet, PO, oral; normal,healthy;",36286.82
DDPD01110,Miconazole,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,416.129,10.71,ng/ml,10.71,Vaginal Administration;,25.74
DDPD01112,Cefuroxime,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C(O)=O,424.385,8500.0,ng/ml,7-10,"Oral single dose; adults; normal,healthy;",20028.98
DDPD01114,Chlorpheniramine,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,274.788,43.5,ng/ml,16-71,"PO, oral; immediate release formulation; adults; normal,healthy;",158.30
DDPD01114,Chlorpheniramine,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,274.788,46.5,ng/ml,17-76,"PO, oral; Sustained Release formulation; adults; normal,healthy;",169.22
DDPD01115,Nifedipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,346.3346,10.0,ng/ml,10,sublingual;,28.87
DDPD01115,Nifedipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,346.3346,82.0,ng/ml,82,"PO, oral;",236.77
DDPD01115,Nifedipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,346.3346,79.0,ng/ml,79±44,"Capsule, PO, Oral; immediate release formulation; Male, men; adults; normal,healthy;",228.10
DDPD01115,Nifedipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,346.3346,42.0,ng/ml,35-49,"PO, oral; extended release formulation; Male, men; adults; normal,healthy;",121.27
DDPD01118,Amiodarone,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,645.3116,1950.0,ng/ml,1.5-2.4,"PO, oral; adults; patients;",3021.80
DDPD01124,Tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,270.348,53000.0,ng/ml,53±12,Oral single dose;,196043.62
DDPD01128,Bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,430.373,734.0,ng/ml,734.0,"Oral single dose; Optical rotation R; Male, men; normal,healthy;",1705.50
DDPD01128,Bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,430.373,84.0,ng/ml,84.0,"Oral single dose; Optical rotation S; Male, men; normal,healthy;",195.18
DDPD01128,Bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,430.373,8900.0,ng/ml,8.9±3.5,"Oral multiple dose; Optical rotation R/S; Male, men; normal,healthy;",20679.74
DDPD01132,Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,356.439,1600.0,ng/ml,1.6±0.2,"PO, oral;",4488.85
DDPD01132,Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,356.439,400.0,ng/ml,0.4±0.2,"PO, oral; Active metabolite;",1122.21
DDPD01132,Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,356.439,1400.0,ng/ml,1.4±0.5,"PO, oral; Active metabolite;",3927.74
DDPD01133,Tiludronic acid,OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O,318.608,3350.0,ng/ml,3.35±1.07,"PO, oral;",10514.49
DDPD01136,Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,406.4742,192.0,ng/ml,122-262,"PO, oral;",472.35
DDPD01136,Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,406.4742,87.5,ng/ml,24-151,"PO, oral;",215.27
DDPD01136,Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,406.4742,63.5,ng/ml,58-69,,156.22
DDPD01136,Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,406.4742,105.0,ng/ml,105±12,"PO, oral; adults; normal,healthy;",258.32
DDPD01137,Levofloxacin,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,361.3675,6200.0,ng/ml,6.2±1.0,"PO, oral; intravenous injection, IV;",17157.05
DDPD01137,Levofloxacin,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,361.3675,11.5,ng/ml,11.5±4.0,"PO, oral; intravenous injection, IV;",31.82
DDPD01137,Levofloxacin,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,361.3675,4500.0,ng/ml,4.5±0.9,"Oral single dose; Male, men; adults; normal,healthy;",12452.70
DDPD01142,Doxepin,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,279.3761,27.3,ng/ml,8.8-45.8,"PO, oral;",97.72
DDPD01142,Doxepin,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,279.3761,28.0,ng/ml,28±11,"PO, oral; Derivative; depression;",100.22
DDPD01142,Doxepin,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,279.3761,39.0,ng/ml,39±19,"PO, oral; Derivative; depression;",139.60
DDPD01156,Bupropion,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,239.741,141.0,ng/ml,141±19,"Oral single dose; immediate release formulation; Male, men; adults; normal,healthy;",588.13
DDPD01156,Bupropion,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,239.741,142.0,ng/ml,142±28,"Oral single dose; Sustained Release formulation; Male, men; adults; normal,healthy;",592.31
DDPD01162,Terazosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,387.4329,16.0,ng/ml,16.0,"Tablet, PO, oral; normal,healthy;",41.30
DDPD01167,Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,705.633,649.0,ng/ml,649±289,"PO, oral; adults;",919.74
DDPD01174,Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,232.2353,13100.0,ng/ml,13.1±4.5,"PO, oral; epilepsy;",56408.31
DDPD01175,Escitalopram,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,324.3919,21.0,ng/ml,21,"PO, oral; patients;",64.74
DDPD01175,Escitalopram,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,324.3919,63.0,ng/ml,63,"PO, oral; patients;",194.21
DDPD01177,Idarubicin,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O,497.4939,6.9,ng/ml,6.9±0.1,Oral single dose; tumor;,13.87
DDPD01177,Idarubicin,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O,497.4939,22.0,ng/ml,22±4,Oral single dose; Active metabolite; tumor;,44.22
DDPD01179,Podofilox,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O,414.4053,9.0,ng/ml,1-17,skin/dermal;,21.72
DDPD01181,Ifosfamide,ClCCNP1(=O)OCCCN1CCCl,261.086,52217200.0,ng/ml,200（163-245）,"PO, oral; Advanced tumors;",200000000.00
DDPD01181,Ifosfamide,ClCCNP1(=O)OCCCN1CCCl,261.086,53000458.0,ng/ml,203(168-232),"intravenous injection, IV; Advanced tumors;",203000000.00
DDPD01183,Naloxone,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,327.3743,0.88,ng/ml,0.88,"IM,intramuscular injection;",2.69
DDPD01183,Naloxone,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,327.3743,2.91,ng/ml,2.91,nasal spray;,8.89
DDPD01183,Naloxone,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,327.3743,4.83,ng/ml,4.83,nasal spray;,14.75
DDPD01183,Naloxone,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,327.3743,10.0,ng/ml,10±1,"adults; normal,healthy;",30.55
DDPD01190,Clindamycin,CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,424.983,2500.0,ng/ml,2.5,"PO, oral;",5882.59
DDPD01190,Clindamycin,CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,424.983,17200.0,ng/ml,17.2±3.5,"intravenous injection, IV; Male, men; adults; normal,healthy;",40472.21
DDPD01190,Clindamycin,CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,424.983,2500.0,ng/ml,2.5,"PO, oral; adults;",5882.59
DDPD01195,Flecainide,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,414.3427,458.0,ng/ml,458±100,"PO, oral; adults; normal,healthy;",1105.37
DDPD01202,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,170.212,31000.0,ng/ml,31,Oral single dose;,182125.82
DDPD01202,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,170.212,43000.0,ng/ml,43,Oral multiple dose;,252626.14
DDPD01202,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,170.212,24800.0,ng/ml,24.8,Oral single dose; food;,145700.66
DDPD01202,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,170.212,10000.0,ng/ml,~10,"PO, oral; adults; normal,healthy;",58750.26
DDPD01203,Nadolol,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,309.4006,69.0,ng/ml,69±15,Oral single dose;,223.01
DDPD01203,Nadolol,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,309.4006,132.0,ng/ml,132±27,,426.63
DDPD01204,Mitoxantrone,OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O,444.4809,308.0,ng/ml,308±133,,692.94
DDPD01205,Flumazenil,CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,303.2884,15.0,ng/ml,10-20,"intravenous injection, IV;",49.46
