Log P_Xlogp3,bond_chiral_undef,Isotope_Atom,Count_Hydrogen Bond Donor,charge,Count_Rotatable Bond,Count_Hydrogen Bond Acceptor,atom_chiral_undef,cid,Mass_Exact,Molecular Weight_N/A,bond_chiral_def,Heavy_Atom,atom_chiral_def,Compound Complexity_N/A,Covalent_Unit,Topological_Polar Surface Area,Weight_Monoisotopic
4.8,0,0,3,0,8,5,0,3488,493.1438199,494.0,0,33,0,746,1,122,493.1438199
1.5,0,0,2,0,3,4,2,3475,323.13036271,323.4,0,22,0,497,1,86.9,323.13036271
3.9,0,0,3,0,7,5,0,3476,490.22499137,490.6,0,34,0,895,1,133,490.22499137
1.9,0,0,3,0,7,6,0,3478,445.17837553,445.5,0,31,0,697,1,139,445.17837553
4.6,0,0,2,0,7,6,0,91610,527.20900695,527.6,0,37,0,948,1,130,527.20900695
-16.9,0,0,55,0,115,55,0,16132283,3481.6190567,3482.7,0,246,31,8160,1,1560,3480.6157019
-2,0,0,4,0,1,6,0,7027,178.04773803,178.14,0,12,4,181,1,107,178.04773803
-2.8,0,0,5,0,1,6,1,439213,179.07937252,179.17,0,12,4,155,1,116,179.07937252
-3.7,0,0,3,0,4,5,0,33032,147.05315777,147.13,0,10,1,145,1,101,147.05315777
-0.5,0,0,0,0,4,2,0,3485,100.052429494,100.12,0,7,0,51.1,1,34.1,100.052429494
-4.5,0,0,6,0,9,8,0,124886,307.08380644,307.33,0,20,2,389,1,160,307.08380644
1.9,0,0,1,0,2,2,1,3487,217.110278721,217.26,0,16,0,294,1,46.2,217.110278721
-1.8,0,0,3,0,2,3,0,753,92.047344113,92.09,0,6,0,25.2,1,60.7,92.047344113
6.7,0,0,0,0,20,6,0,10482134,530.26683893,530.6,0,39,0,648,1,78.9,530.26683893
-2.9,0,0,4,0,4,6,1,754,172.01367500,172.07,0,10,0,129,1,107,172.01367500
7.4,0,0,2,0,20,4,1,24699,358.30830982,358.6,0,25,0,281,1,66.8,358.30830982
1.6,0,0,0,0,5,9,0,4510,227.00257875,227.09,0,15,0,218,1,165,227.00257875
-3.2,0,0,2,0,1,3,0,750,75.032028402,75.07,0,5,0,42.9,1,63.3,75.032028402
1.9,0,0,2,0,4,4,0,6880,182.05790880,182.17,0,13,0,169,1,66.8,182.05790880
3.1,0,0,1,1,5,3,2,3494,318.20691876,318.4,0,23,0,424,1,46.5,318.20691876
0.8,0,0,1,0,2,3,3,21852,257.97529,258.05,0,10,0,109,1,38.7,257.97529
-2.4,0,0,16,0,31,15,0,638793,1181.57302551,1182.3,0,85,8,2390,1,475,1181.57302551
-1.5,0,0,17,0,32,16,0,5311128,1268.64143943,1269.4,0,91,9,2560,1,496,1268.64143943
10.7,0,0,21,0,52,17,0,16130140,1882.07388791,1882.3,0,136,14,3980,1,549,1881.07053308
2.8,0,0,1,0,2,3,0,5284566,312.19501140,312.4,0,23,2,442,1,50.2,312.19501140
4.7,0,0,3,0,8,11,0,44603531,766.33599837,766.9,0,54,7,1580,1,204,766.33599837
-0.2,0,0,2,0,3,7,1,72474,359.16451973,359.4,0,26,0,636,1,72.9,359.16451973
2.2,0,0,0,0,3,6,0,441140,352.0713660,352.8,0,24,2,575,1,71.1,352.0713660
-11.8,0,0,28,0,31,37,0,170907453,2026.6082472,2028.2,0,136,19,4330,1,998,2026.6082472
1.3,0,0,1,0,1,2,0,460,124.052429494,124.14,0,9,0,83,1,29.5,124.052429494
1.4,0,0,2,0,5,4,1,3516,198.08920892,198.22,0,14,0,151,1,58.9,198.08920892
0.5,0,0,2,0,3,2,0,3518,198.18444672,198.31,0,14,0,167,1,67.6,198.18444672
2,0,0,2,0,2,1,0,3519,245.0122673,246.09,0,15,0,256,1,81.5,245.0122673
N/A,0,0,2,0,8,8,0,26945,616.177291,616.5,0,43,0,1010,2,102,616.177291
3.6,0,0,1,0,2,6,0,443943,454.1922300,455.0,0,31,8,887,1,72.8,454.1922300
8.6,0,0,1,0,10,5,1,37393,499.1656545,500.4,0,33,0,584,1,23.5,499.1656545
3.2,0,0,1,0,6,4,0,3559,375.1401348,375.9,0,26,0,451,1,40.5,375.1401348
2.3,0,0,0,0,0,3,1,3562,195.89022,197.38,0,7,0,60.4,1,0,195.89022
N/A,0,0,0,0,0,0,0,23987,4.002603254,4.00260,0,1,0,0,1,0,4.002603254
7.5,0,0,2,0,2,2,0,3598,405.846945,406.9,0,21,0,328,1,40.5,403.849896
2.9,0,0,4,0,11,4,0,65130,354.20557608,354.4,0,26,0,388,1,118,354.20557608
1.1,0,0,1,0,10,4,0,6433083,215.15214353,215.29,0,15,0,192,1,69.4,215.15214353
5.7,0,0,1,0,12,3,2,3607,339.361348448,339.6,0,24,0,292,1,32.5,339.361348448
3.6,0,0,0,0,7,3,0,90202,207.125928785,207.27,0,15,0,182,1,39.2,207.125928785
3.5,0,0,2,0,5,2,0,3610,194.130679813,194.27,0,14,0,147,1,40.5,194.130679813
-0.7,0,0,2,0,2,2,0,774,111.079647300,111.15,0,8,0,64.7,1,54.7,111.079647300
-3.2,0,0,3,0,3,4,0,6274,155.069476538,155.15,0,11,1,151,1,92,155.069476538
1.9,0,0,1,0,4,4,1,5282593,275.15214353,275.34,0,20,2,340,1,49.8,275.15214353
N/A,0,0,2,0,6,3,0,91820602,353.09904,354.3,0,21,0,375,2,40.5,353.09904
0.7,0,0,2,0,1,4,0,3637,160.074896272,160.18,0,12,0,150,1,63.8,160.074896272
3.2,0,0,2,0,8,6,0,969516,368.12598835,368.4,2,27,0,507,1,93.1,368.12598835
-0.1,0,0,3,0,1,7,0,3639,296.9644758,297.7,0,17,0,494,1,135,296.9644758
2.2,0,0,0,0,1,4,0,5284569,299.15214353,299.4,0,22,4,509,1,38.8,299.15214353
1.6,0,0,3,0,2,5,0,5754,362.20932405,362.5,0,26,7,684,1,94.8,362.20932405
0.4,0,0,3,0,1,10,0,3647,330.99083258,331.3,0,20,0,578,1,135,330.99083258
-0.9,0,0,2,0,0,2,0,784,34.005479302,34.015,0,2,0,0,1,40.5,34.005479302
1.8,0,0,1,0,0,4,0,5284570,285.13649347,285.34,0,21,4,494,1,49.8,285.13649347
0.6,0,0,2,0,0,2,0,785,110.036779430,110.11,0,8,0,54.9,1,40.5,110.036779430
N/A,0,0,12,-2,0,24,0,73415812,617.939079,619.98,0,33,0,18.8,30,84.2,617.939079
N/A,0,0,1,0,0,13,0,14781,501.675955,502.3,0,21,0,36.8,9,260,501.675955
3.6,0,0,2,0,9,4,1,3652,335.1764402,335.9,0,23,0,331,1,48.4,335.1764402
1.6,0,0,1,0,6,2,1,7888,172.146329876,172.26,0,12,0,130,1,37.3,172.146329876
-3,0,0,8,0,28,19,18,4327536,806.45113000,806.9,0,55,0,985,1,263,806.45113000
-1.8,0,0,3,0,0,2,0,3657,76.027277375,76.055,0,5,0,42.9,1,75.4,76.027277375
3.7,0,0,1,0,8,4,1,3658,374.1761058,374.9,0,26,0,376,1,35.9,374.1761058
1,0,0,16,0,20,18,0,137331866,1169.47865710,1170.4,0,82,10,2090,1,457,1169.47865710
0.9,0,0,1,0,5,5,0,3000322,303.14705815,303.35,0,22,5,418,1,62.3,303.14705815
1.8,0,0,1,0,5,4,0,154417,289.16779360,289.4,0,21,3,353,1,49.8,289.16779360
0.5,0,0,2,0,2,5,0,9548591,244.05177804,244.27,0,16,3,371,1,112,244.05177804
-4.1,0,0,5,0,9,8,0,60852,319.09497607,319.23,0,19,0,342,1,139,319.09497607
3.6,0,0,1,0,5,6,0,24821094,440.19607403,440.5,0,33,1,678,1,99.2,440.19607403
3.5,0,0,1,0,4,2,1,3672,206.130679813,206.28,0,15,0,203,1,37.3,206.130679813
1.3,0,0,2,0,8,7,0,178024,528.24064144,528.7,0,37,1,920,1,130,528.24064144
4,0,0,2,0,14,5,1,60753,384.24466419,384.6,0,26,0,442,1,78,384.24466419
-6.4,0,0,15,0,30,18,0,6918173,1303.66079514,1304.5,0,92,12,2720,1,552,1303.66079514
-8.5,0,0,14,0,10,21,20,4471484,666.22185834,666.6,0,45,0,918,1,348,666.22185834
1.9,0,0,5,0,3,10,0,42890,497.16858144,497.5,0,36,6,912,1,177,497.16858144
4.3,0,0,1,0,12,5,0,3686,338.20932405,338.4,0,24,0,502,1,72.8,338.20932405
3.7,0,0,2,0,5,7,0,11625818,415.15568639,415.4,0,31,1,685,1,99.2,415.15568639
-1,0,0,3,0,2,5,0,5905,353.97127,354.10,0,17,3,386,1,99.1,353.97127
0.9,0,0,1,0,5,4,1,3690,260.0248201,261.08,0,14,0,218,1,41.6,260.0248201
2.8,0,0,3,0,8,4,1,5311181,360.23005950,360.5,2,26,5,606,1,77.8,360.23005950
3.5,0,0,2,0,7,7,0,5291,493.25900864,493.6,0,37,0,706,1,86.3,493.25900864
-0.7,0,0,2,0,10,7,0,5464343,405.18998559,405.4,0,29,3,619,1,116,405.18998559
-3.4,0,0,8,0,6,8,2,38258,388.10910950,388.29,0,27,0,627,1,222,388.10910950
-0.7,0,0,3,0,6,6,0,104838,299.09397721,299.35,0,20,3,491,1,142,299.09397721
4.8,0,0,0,0,4,2,0,3696,280.193948774,280.4,0,21,0,291,1,6.5,280.193948774
2.6,0,0,1,0,2,3,0,57469,240.137496527,240.30,0,18,0,294,1,56.7,240.137496527
-8,0,0,22,0,66,34,0,126480325,1805.9301776,1807.0,0,124,17,2950,1,663,1805.9301776
3.3,0,0,4,0,6,4,0,6918554,392.20999276,392.5,0,29,1,589,1,81.6,392.20999276
2.9,0,0,2,0,3,5,1,3702,365.0600902,365.8,0,24,0,580,1,101,365.0600902
N/A,0,0,2,0,1,9,0,2723854,465.95174613,466.4,0,30,0,877,3,197,465.95174613
2.8,0,0,4,0,12,7,0,5362440,613.36280500,613.8,0,45,5,952,1,118,613.36280500
N/A,0,1,0,0,0,0,0,5462099,110.90511,110.90511,0,1,0,0,1,0,110.90511
N/A,0,0,0,0,12,7,0,11967809,774.27732385,775.0,4,54,0,1520,2,137,774.27732385
4.3,0,0,1,0,4,4,0,3715,357.0767857,357.8,0,25,0,506,1,68.5,357.0767857
4.1,0,0,2,0,5,2,0,33625,347.199762429,347.5,0,26,0,454,1,48.1,347.199762429
2,0,0,3,0,4,6,0,6918670,430.23553880,430.5,1,31,8,926,1,104,430.23553880
-1.3,0,0,4,0,2,7,0,135398641,268.08076950,268.23,0,19,4,405,1,129,268.08076950
N/A,0,0,13,0,14,22,3,135449284,1114.55464106,1115.2,0,79,4,658,7,399,1114.55464106
-3.7,0,0,6,0,0,6,0,892,180.06338810,180.16,0,12,0,104,1,121,180.06338810
3.3,0,0,0,0,18,18,0,3720,810.19217041,810.7,0,60,0,1210,1,235,810.19217041
-9,0,0,44,0,156,166,0,121493437,7180.0626753,7183,0,458,70,20100,1,3000,7178.0559656
-4.9,0,0,79,0,197,92,0,118984462,6101.8431193,6104,0,426,51,15300,1,2510,6099.8364096
