Drug,Isotope_Atom,atom_chiral_undef,Log P_Xlogp3,Heavy_Atom,Compound Complexity_N/A,bond_chiral_undef,charge,Topological_Polar Surface Area,atom_chiral_def,bond_chiral_def,Molecular Weight_N/A,Weight_Monoisotopic,Covalent_Unit,Count_Hydrogen Bond Acceptor,Count_Hydrogen Bond Donor,Mass_Exact,Count_Rotatable Bond
Eplerenone,0.0,0.0,1.4,30.0,907.0,0.0,0.0,82.2,8.0,0.0,414.5,414.20423867,1.0,6.0,0.0,414.20423867,2.0
Epoprostenol,0.0,0.0,2.9,25.0,484.0,0.0,0.0,87.0,5.0,2.0,352.5,352.22497412,1.0,5.0,3.0,352.22497412,10.0
Epoxybisphenol-A,,,,,,,,,,,,,,,,,
Eprosartan,0.0,0.0,4.5,30.0,618.0,0.0,0.0,121.0,0.0,1.0,424.5,424.14567842,1.0,6.0,2.0,424.14567842,10.0
Eptifibatide,,,,,,,,,,,,,,,,,
Eptinezumab,,,,,,,,,,,,,,,,,
Eptotermin Alfa,,,,,,,,,,,,,,,,,
Equisetum,,,,,,,,,,,,,,,,,
Eravacycline,0.0,0.0,1.0,40.0,1200.0,0.0,0.0,194.0,4.0,0.0,558.6,558.21259212,1.0,11.0,6.0,558.21259212,5.0
Erdosteine,0.0,1.0,-0.1,15.0,282.0,0.0,0.0,134.0,0.0,0.0,249.3,249.01295018,1.0,6.0,2.0,249.01295018,5.0
Erenumab,,,,,,,,,,,,,,,,,
Ergometrine,0.0,0.0,1.8,24.0,535.0,0.0,0.0,68.4,3.0,0.0,325.4,325.17902698,1.0,3.0,3.0,325.17902698,3.0
Ergotamine,0.0,0.0,2.0,43.0,1220.0,0.0,0.0,118.0,6.0,0.0,581.7,581.26381923,1.0,6.0,3.0,581.26381923,4.0
Eribulin,0.0,0.0,1.1,52.0,1380.0,0.0,0.0,146.0,19.0,0.0,729.9,729.4088117,1.0,12.0,2.0,729.4088117,4.0
Erlotinib,0.0,0.0,3.3,29.0,525.0,0.0,0.0,74.7,0.0,0.0,393.4,393.16885622,1.0,7.0,1.0,393.16885622,11.0
Ertapenem,0.0,0.0,-1.5,33.0,893.0,0.0,0.0,182.0,6.0,0.0,475.5,475.14132132,1.0,9.0,5.0,475.14132132,7.0
Ertugliflozin,0.0,0.0,1.7,30.0,586.0,0.0,0.0,109.0,5.0,0.0,436.9,436.1288808,1.0,7.0,4.0,436.1288808,6.0
Erythromycin,0.0,0.0,2.7,51.0,1180.0,0.0,0.0,194.0,18.0,0.0,733.9,733.46124119,1.0,14.0,5.0,733.46124119,7.0
Erythropoietin,0.0,0.0,,31.0,526.0,0.0,0.0,77.7,0.0,0.0,461.0,460.1180685,2.0,6.0,1.0,460.1180685,8.0
Erythrosine,0.0,0.0,,31.0,645.0,0.0,0.0,81.7,0.0,0.0,879.9,879.619,3.0,5.0,0.0,879.619,0.0
Escitalopram,0.0,0.0,3.2,24.0,466.0,0.0,0.0,36.3,1.0,0.0,324.4,324.16379146,1.0,4.0,0.0,324.16379146,5.0
Eslicarbazepine,0.0,0.0,1.4,19.0,347.0,0.0,0.0,66.6,1.0,0.0,254.28,254.105527694,1.0,2.0,2.0,254.105527694,0.0
Esmolol,0.0,1.0,1.9,21.0,288.0,0.0,0.0,67.8,0.0,0.0,295.37,295.17835828,1.0,5.0,2.0,295.17835828,10.0
Esomeprazole,0.0,0.0,2.2,24.0,453.0,0.0,0.0,96.3,1.0,0.0,345.4,345.11471265,1.0,6.0,1.0,345.11471265,5.0
Estetrol,0.0,0.0,1.5,22.0,441.0,0.0,0.0,80.9,7.0,0.0,304.4,304.16745924,1.0,4.0,4.0,304.16745924,0.0
Estradiol,0.0,0.0,4.0,20.0,382.0,0.0,0.0,40.5,5.0,0.0,272.4,272.177630004,1.0,2.0,2.0,272.177630004,0.0
Estradiol,0.0,0.0,4.0,20.0,382.0,0.0,0.0,40.5,5.0,0.0,272.4,272.177630004,1.0,2.0,2.0,272.177630004,0.0
Estramustine,0.0,0.0,4.0,29.0,584.0,0.0,0.0,49.8,5.0,0.0,440.4,439.1680992,1.0,3.0,1.0,439.1680992,6.0
Estrogen,0.0,0.0,4.0,20.0,382.0,0.0,0.0,40.5,5.0,0.0,272.4,272.177630004,1.0,2.0,2.0,272.177630004,0.0
Estrogen,0.0,0.0,4.0,20.0,382.0,0.0,0.0,40.5,5.0,0.0,272.4,272.177630004,1.0,2.0,2.0,272.177630004,0.0
Estrone,0.0,0.0,3.1,20.0,418.0,0.0,0.0,37.3,4.0,0.0,270.4,270.16197994,1.0,2.0,1.0,270.16197994,0.0
Estropipate,0.0,0.0,,30.0,650.0,0.0,0.0,113.0,4.0,0.0,436.6,436.2031933,2.0,7.0,3.0,436.2031933,2.0
Etanercept,,,,,,,,,,,,,,,,,
Etelcalcetide,0.0,0.0,-10.7,71.0,1910.0,0.0,0.0,618.0,8.0,0.0,1048.3,1047.52906996,1.0,17.0,18.0,1047.52906996,36.0
Ethacrynic Acid,0.0,0.0,3.8,19.0,370.0,0.0,0.0,63.6,0.0,0.0,303.13,302.0112642,1.0,4.0,1.0,302.0112642,6.0
Ethambutol,0.0,0.0,-0.1,14.0,109.0,0.0,0.0,64.5,2.0,0.0,204.31,204.183778013,1.0,4.0,4.0,204.183778013,9.0
Ethamivan,0.0,0.0,2.1,16.0,228.0,0.0,0.0,49.8,0.0,0.0,223.27,223.1208434,1.0,3.0,1.0,223.1208434,4.0
Ethamsylate,0.0,0.0,,17.0,252.0,0.0,0.0,115.0,0.0,0.0,263.31,263.08274382,2.0,6.0,4.0,263.08274382,3.0
Ethanol,0.0,0.0,-0.1,3.0,2.8,0.0,0.0,20.2,0.0,0.0,46.07,46.041864811,1.0,1.0,1.0,46.041864811,0.0
Ethanolamine,0.0,0.0,-1.3,4.0,10.0,0.0,0.0,46.3,0.0,0.0,61.08,61.052763847,1.0,2.0,2.0,61.052763847,1.0
Ether,0.0,0.0,0.9,5.0,11.1,0.0,0.0,9.2,0.0,0.0,74.12,74.073164938,1.0,1.0,0.0,74.073164938,2.0
Ethinylestradiol,0.0,0.0,3.7,22.0,505.0,0.0,0.0,40.5,5.0,0.0,296.4,296.177630004,1.0,2.0,2.0,296.177630004,1.0
Ethionamide,0.0,0.0,1.1,11.0,147.0,0.0,0.0,71.0,0.0,0.0,166.25,166.0564695,1.0,2.0,1.0,166.0564695,2.0
Ethoglucid,0.0,2.0,-1.0,18.0,191.0,0.0,0.0,62.0,0.0,0.0,262.3,262.14163842,1.0,6.0,0.0,262.14163842,13.0
Ethoheptazine,0.0,1.0,2.8,19.0,299.0,0.0,0.0,29.5,0.0,0.0,261.36,261.172878976,1.0,3.0,0.0,261.172878976,4.0
Ethosuximide,0.0,1.0,0.4,10.0,188.0,0.0,0.0,46.2,0.0,0.0,141.17,141.078978594,1.0,2.0,1.0,141.078978594,1.0
Ethyl Chloride,0.0,0.0,1.2,3.0,2.8,0.0,0.0,0.0,0.0,0.0,64.51,64.0079779,1.0,0.0,0.0,64.0079779,0.0
Ethyl Nicotinate,0.0,0.0,1.3,11.0,136.0,0.0,0.0,39.2,0.0,0.0,151.16,151.06332853,1.0,3.0,0.0,151.06332853,3.0
Ethyl Salicylate,0.0,0.0,3.0,12.0,156.0,0.0,0.0,46.5,0.0,0.0,166.17,166.062994177,1.0,3.0,1.0,166.062994177,3.0
Ethylenediamine,0.0,0.0,-2.0,4.0,6.0,0.0,0.0,52.0,0.0,0.0,60.1,60.068748264,1.0,2.0,2.0,60.068748264,1.0
Ethylenediamine Diacetic Acid,,,,,,,,,,,,,,,,,
Ethylmorphine,0.0,0.0,1.5,23.0,523.0,0.0,0.0,41.9,5.0,0.0,313.4,313.1677936,1.0,4.0,1.0,313.1677936,2.0
Ethynodiol,0.0,0.0,3.1,22.0,555.0,0.0,0.0,40.5,7.0,0.0,300.4,300.208930132,1.0,2.0,2.0,300.208930132,1.0
Etizolam,0.0,0.0,2.6,23.0,474.0,0.0,0.0,71.3,0.0,0.0,342.8,342.0705954,1.0,4.0,0.0,342.0705954,2.0
Etodolac,0.0,1.0,2.8,21.0,399.0,0.0,0.0,62.3,0.0,0.0,287.35,287.15214353,1.0,3.0,2.0,287.15214353,4.0
Etofenamate,0.0,0.0,4.7,26.0,433.0,0.0,0.0,67.8,0.0,0.0,369.3,369.11879254,1.0,8.0,2.0,369.11879254,9.0
Etomidate,0.0,0.0,3.0,18.0,277.0,0.0,0.0,44.1,1.0,0.0,244.29,244.121177757,1.0,3.0,0.0,244.121177757,5.0
Etonogestrel,0.0,0.0,3.3,24.0,677.0,0.0,0.0,37.3,6.0,0.0,324.5,324.208930132,1.0,2.0,1.0,324.208930132,2.0
Etoposide,0.0,0.0,0.6,42.0,969.0,0.0,0.0,161.0,10.0,0.0,588.6,588.18429107,1.0,13.0,3.0,588.18429107,5.0
Etoricoxib,0.0,0.0,3.3,24.0,514.0,0.0,0.0,68.3,0.0,0.0,358.8,358.0542766,1.0,4.0,0.0,358.0542766,3.0
Etravirine,0.0,0.0,4.5,28.0,609.0,0.0,0.0,121.0,0.0,0.0,435.3,434.04907,1.0,7.0,2.0,434.04907,4.0
Etretinate,0.0,0.0,6.8,26.0,568.0,0.0,0.0,35.5,0.0,4.0,354.5,354.21949481,1.0,3.0,0.0,354.21949481,8.0
Eucalyptus,,,,,,,,,,,,,,,,,
Eudragits,0.0,0.0,,12.0,149.0,0.0,0.0,63.6,0.0,0.0,172.18,172.07355886,2.0,4.0,1.0,172.07355886,3.0
Eugenol,0.0,0.0,2.0,12.0,145.0,0.0,0.0,29.5,0.0,0.0,164.2,164.083729621,1.0,2.0,1.0,164.083729621,3.0
Eupatorium,,,,,,,,,,,,,,,,,
Eupatorium Perfoliatum,,,,,,,,,,,,,,,,,
Everolimus,0.0,0.0,5.9,68.0,1810.0,0.0,0.0,205.0,15.0,4.0,958.2,957.58135632,1.0,14.0,3.0,957.58135632,9.0
Evolocumab,,,,,,,,,,,,,,,,,
Exametazime,0.0,0.0,1.4,19.0,297.0,0.0,0.0,89.2,2.0,2.0,272.39,272.22122615,1.0,6.0,4.0,272.22122615,8.0
Exemestane,0.0,0.0,3.1,22.0,653.0,0.0,0.0,34.1,5.0,0.0,296.4,296.177630004,1.0,2.0,0.0,296.177630004,0.0
Exenatide,0.0,0.0,-21.0,295.0,10300.0,0.0,0.0,1780.0,37.0,0.0,4187.0,4184.0273075,1.0,66.0,58.0,4185.0306624,135.0
Ezetimibe,0.0,0.0,4.0,30.0,567.0,0.0,0.0,60.8,3.0,0.0,409.4,409.14894986,1.0,5.0,2.0,409.14894986,6.0
Factor Ii,0.0,14.0,,93.0,3220.0,0.0,0.0,473.0,0.0,3.0,1356.4,1355.575224,3.0,21.0,10.0,1355.575224,16.0
Factor Ix,,,,,,,,,,,,,,,,,
Factor Vii,,,,,,,,,,,,,,,,,
Factor Viii Recombinant Human,,,,,,,,,,,,,,,,,
Factor Viii Unspecified,,,,,,,,,,,,,,,,,
Factor X,,,,,,,,,,,,,,,,,
Factor Xiii,,,,,,,,,,,,,,,,,
Fagopyrum Esculentum,,,,,,,,,,,,,,,,,
Famciclovir,0.0,0.0,0.0,23.0,404.0,0.0,0.0,122.0,0.0,0.0,321.33,321.1437041,1.0,8.0,1.0,321.1437041,9.0
Famotidine,0.0,0.0,-0.6,20.0,469.0,0.0,0.0,238.0,0.0,1.0,337.5,337.04493627,1.0,8.0,4.0,337.04493627,7.0
Fampridine,0.0,0.0,0.3,7.0,48.0,0.0,0.0,38.9,0.0,0.0,94.11,94.0530982,1.0,2.0,1.0,94.0530982,0.0
Faricimab,,,,,,,,,,,,,,,,,
Farletuzumab,,,,,,,,,,,,,,,,,
Fast Green Fcf,0.0,0.0,,54.0,1540.0,0.0,0.0,223.0,0.0,0.0,808.9,808.11709737,3.0,11.0,1.0,808.11709737,9.0
Febuxostat,0.0,0.0,3.9,22.0,448.0,0.0,0.0,111.0,0.0,0.0,316.4,316.08816355,1.0,6.0,1.0,316.08816355,5.0
Fedratinib,0.0,0.0,4.8,37.0,787.0,0.0,0.0,117.0,0.0,0.0,524.7,524.25696021,1.0,9.0,3.0,524.25696021,11.0
Felbamate,0.0,0.0,0.6,17.0,246.0,0.0,0.0,105.0,0.0,0.0,238.24,238.09535693,1.0,4.0,2.0,238.09535693,7.0
Felbinac,0.0,0.0,3.0,16.0,223.0,0.0,0.0,37.3,0.0,0.0,212.24,212.083729621,1.0,2.0,1.0,212.083729621,3.0
Felodipine,0.0,1.0,3.9,25.0,614.0,0.0,0.0,64.6,0.0,0.0,384.2,383.0691135,1.0,5.0,1.0,383.0691135,6.0
Felypressin,0.0,0.0,-3.5,72.0,1920.0,0.0,0.0,456.0,8.0,0.0,1040.2,1039.43679229,1.0,15.0,12.0,1039.43679229,19.0
Fenbufen,0.0,0.0,3.2,19.0,310.0,0.0,0.0,54.4,0.0,0.0,254.28,254.094294304,1.0,3.0,1.0,254.094294304,5.0
Fenfluramine,0.0,1.0,3.4,16.0,203.0,0.0,0.0,12.0,0.0,0.0,231.26,231.123484,1.0,4.0,1.0,231.123484,4.0
Fenofibrate,0.0,0.0,5.2,25.0,458.0,0.0,0.0,52.6,0.0,0.0,360.8,360.1128368,1.0,4.0,0.0,360.1128368,7.0
Fenoprofen,0.0,1.0,3.3,18.0,271.0,0.0,0.0,46.5,0.0,0.0,242.27,242.094294304,1.0,3.0,1.0,242.094294304,4.0
Fentanyl,0.0,0.0,4.0,25.0,391.0,0.0,0.0,23.6,0.0,0.0,336.5,336.220163521,1.0,2.0,0.0,336.220163521,6.0
Fenticonazole,0.0,1.0,6.7,30.0,500.0,0.0,0.0,52.4,0.0,0.0,455.4,454.0673398,1.0,3.0,0.0,454.0673398,8.0
Feprazone,0.0,0.0,3.1,24.0,462.0,0.0,0.0,40.6,0.0,0.0,320.4,320.152477885,1.0,2.0,0.0,320.152477885,4.0
Ferric Carboxymaltose,0.0,19.0,,50.0,940.0,0.0,-1.0,382.0,0.0,0.0,788.4,788.152102,5.0,25.0,16.0,788.152102,13.0
Ferric Derisomaltose,0.0,0.0,,35.0,598.0,0.0,3.0,280.0,14.0,0.0,562.3,562.119621,2.0,16.0,12.0,562.119621,11.0
Ferric Oxide,,,,,,,,,,,,,,,,,
Ferucarbotran,,,,,,,,,,,,,,,,,
Ferula Assa-Foetida,,,,,,,,,,,,,,,,,
Ferumoxides,,,,,,,,,,,,,,,,,
Ferumoxsil,,,,,,,,,,,,,,,,,
Ferumoxytol,,,,,,,,,,,,,,,,,
Fesoterodine,0.0,0.0,5.5,30.0,491.0,0.0,0.0,49.8,1.0,0.0,411.6,411.27734404,1.0,4.0,1.0,411.27734404,11.0
Festuca Pratensis,,,,,,,,,,,,,,,,,
Fexofenadine,0.0,1.0,3.0,37.0,678.0,0.0,0.0,81.0,0.0,0.0,501.7,501.28790873,1.0,5.0,3.0,501.28790873,10.0
Fezolinetant,0.0,0.0,1.6,25.0,505.0,0.0,0.0,105.0,1.0,0.0,358.4,358.10120846,1.0,7.0,0.0,358.10120846,2.0
Ficus Carica,,,,,,,,,,,,,,,,,
Fidaxomicin,0.0,0.0,6.4,72.0,1970.0,0.0,0.0,267.0,14.0,5.0,1058.0,1056.4252209,1.0,18.0,7.0,1056.4252209,15.0
Filgotinib,0.0,0.0,1.4,30.0,715.0,0.0,0.0,105.0,0.0,0.0,425.5,425.15216079,1.0,6.0,1.0,425.15216079,5.0
Filgrastim,,,,,,,,,,,,,,,,,
Finasteride,0.0,0.0,3.0,27.0,678.0,0.0,0.0,58.2,7.0,0.0,372.5,372.277678395,1.0,2.0,2.0,372.277678395,2.0
Fingolimod,0.0,0.0,4.2,22.0,258.0,0.0,0.0,66.5,0.0,0.0,307.5,307.251129295,1.0,3.0,3.0,307.251129295,12.0
Flavoxate,0.0,0.0,4.3,29.0,631.0,0.0,0.0,55.8,0.0,0.0,391.5,391.17835828,1.0,5.0,0.0,391.17835828,6.0
Flecainide,0.0,1.0,3.8,28.0,500.0,0.0,0.0,59.6,0.0,0.0,414.34,414.13781148,1.0,10.0,2.0,414.13781148,7.0
Flosequinan,0.0,1.0,1.1,16.0,369.0,0.0,0.0,56.6,0.0,0.0,239.27,239.0416279,1.0,5.0,0.0,239.0416279,1.0
Flour Mite,,,,,,,,,,,,,,,,,
Flubendazole,0.0,0.0,2.9,23.0,454.0,0.0,0.0,84.1,0.0,0.0,313.28,313.08626942,1.0,5.0,2.0,313.08626942,4.0
Fluclorolone Acetonide,0.0,0.0,4.0,32.0,964.0,0.0,0.0,72.8,9.0,0.0,487.4,486.1376076,1.0,6.0,1.0,486.1376076,2.0
Flucloxacillin,0.0,0.0,2.6,30.0,758.0,0.0,0.0,138.0,3.0,0.0,453.9,453.0561477,1.0,8.0,2.0,453.0561477,4.0
Fluconazole,0.0,0.0,0.4,22.0,358.0,0.0,0.0,81.7,0.0,0.0,306.27,306.10406535,1.0,7.0,1.0,306.10406535,5.0
Flucytosine,0.0,0.0,-0.9,9.0,208.0,0.0,0.0,67.5,0.0,0.0,129.09,129.03383992,1.0,3.0,2.0,129.03383992,0.0
Fludarabine,0.0,0.0,-0.6,20.0,367.0,0.0,0.0,140.0,4.0,0.0,285.23,285.08733204,1.0,9.0,4.0,285.08733204,2.0
Fludrocortisone,0.0,0.0,1.7,27.0,734.0,0.0,0.0,94.8,7.0,0.0,380.4,380.19990218,1.0,6.0,3.0,380.19990218,2.0
Flufenamic Acid,0.0,0.0,5.2,20.0,346.0,0.0,0.0,49.3,0.0,0.0,281.23,281.06636305,1.0,6.0,2.0,281.06636305,3.0
Flumazenil,0.0,0.0,1.0,22.0,461.0,0.0,0.0,64.4,0.0,0.0,303.29,303.10191948,1.0,5.0,0.0,303.10191948,3.0
Flumethasone,0.0,0.0,1.9,29.0,839.0,0.0,0.0,94.8,9.0,0.0,410.5,410.19048031,1.0,7.0,3.0,410.19048031,2.0
Flunarizine,0.0,0.0,6.0,30.0,487.0,0.0,0.0,6.5,0.0,1.0,404.5,404.20640516,1.0,4.0,0.0,404.20640516,6.0
Flunisolide,0.0,0.0,2.5,31.0,910.0,0.0,0.0,93.1,9.0,0.0,434.5,434.21046687,1.0,7.0,2.0,434.21046687,2.0
Flunitrazepam,0.0,0.0,2.1,23.0,519.0,0.0,0.0,78.5,0.0,0.0,313.28,313.08626942,1.0,5.0,0.0,313.08626942,1.0
Fluocinolone,0.0,0.0,1.1,29.0,841.0,0.0,0.0,115.0,9.0,0.0,412.4,412.16974487,1.0,8.0,4.0,412.16974487,2.0
Fluocinonide,0.0,0.0,3.2,35.0,1070.0,0.0,0.0,99.1,9.0,0.0,494.5,494.21160968,1.0,9.0,1.0,494.21160968,4.0
Fluocortolone,0.0,0.0,2.4,27.0,743.0,0.0,0.0,74.6,9.0,0.0,376.5,376.20498756,1.0,5.0,2.0,376.20498756,2.0
Fluorescein,0.0,0.0,3.4,25.0,522.0,0.0,0.0,76.0,0.0,0.0,332.3,332.06847348,1.0,5.0,2.0,332.06847348,0.0
Fluorine-18,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0089,19.008762,1.0,1.0,1.0,19.008762,0.0
Fluorometholone,0.0,0.0,2.0,27.0,787.0,0.0,0.0,74.6,8.0,0.0,376.5,376.20498756,1.0,5.0,2.0,376.20498756,1.0
Fluorouracil,0.0,0.0,-0.9,9.0,199.0,0.0,0.0,58.2,0.0,0.0,130.08,130.0178555,1.0,3.0,2.0,130.0178555,0.0
Fluoxetine,0.0,1.0,4.0,22.0,308.0,0.0,0.0,21.3,0.0,0.0,309.33,309.13404868,1.0,5.0,1.0,309.13404868,6.0
Flupenthixol,0.0,0.0,4.5,30.0,591.0,0.0,0.0,52.0,0.0,1.0,434.5,434.16396908,1.0,7.0,1.0,434.16396908,5.0
Fluphenazine,0.0,0.0,4.4,30.0,544.0,0.0,0.0,55.3,0.0,0.0,437.5,437.17486812,1.0,8.0,1.0,437.17486812,6.0
Flupirtine,0.0,0.0,2.4,22.0,350.0,0.0,0.0,89.3,0.0,0.0,304.32,304.13355396,1.0,6.0,3.0,304.13355396,6.0
Flurandrenolone,0.0,0.0,1.4,31.0,868.0,0.0,0.0,93.1,9.0,0.0,436.5,436.22611693,1.0,7.0,2.0,436.22611693,2.0
Flurazepam,0.0,0.0,3.0,27.0,540.0,0.0,0.0,35.9,0.0,0.0,387.9,387.1513682,1.0,4.0,0.0,387.1513682,6.0
Flurbiprofen,0.0,1.0,4.2,18.0,286.0,0.0,0.0,37.3,0.0,0.0,244.26,244.08995782,1.0,3.0,1.0,244.08995782,3.0
Fluspirilene,0.0,0.0,5.6,35.0,653.0,0.0,0.0,35.6,0.0,0.0,475.6,475.24351894,1.0,5.0,1.0,475.24351894,7.0
Flutamide,0.0,0.0,3.3,19.0,352.0,0.0,0.0,74.9,0.0,0.0,276.21,276.0721767,1.0,6.0,1.0,276.0721767,2.0
Fluticasone,0.0,0.0,3.2,30.0,861.0,0.0,0.0,99.9,9.0,0.0,444.5,444.158215,1.0,8.0,2.0,444.158215,3.0
Fluvastatin,0.0,0.0,3.5,30.0,590.0,0.0,0.0,82.7,2.0,1.0,411.5,411.18458647,1.0,5.0,3.0,411.18458647,8.0
Fluvoxamine,0.0,0.0,2.6,22.0,327.0,0.0,0.0,56.8,0.0,1.0,318.33,318.1555124,1.0,7.0,1.0,318.1555124,9.0
Foeniculum Vulgare,,,,,,,,,,,,,,,,,
Folic Acid,0.0,0.0,-1.1,32.0,767.0,0.0,0.0,209.0,1.0,0.0,441.4,441.13968135,1.0,10.0,6.0,441.13968135,9.0
Follicle Stimulating Hormone,0.0,10.0,-1.5,67.0,1790.0,0.0,0.0,427.0,0.0,0.0,980.2,979.4255589,1.0,15.0,12.0,979.4255589,15.0
Follitropin Alfa,,,,,,,,,,,,,,,,,
Follitropin Beta,,,,,,,,,,,,,,,,,
Follitropin Delta,,,,,,,,,,,,,,,,,
Fomepizole,0.0,0.0,1.4,6.0,44.8,0.0,0.0,28.7,0.0,0.0,82.1,82.0530982,1.0,1.0,1.0,82.0530982,0.0
Fondaparinux,0.0,0.0,-14.7,91.0,3450.0,0.0,0.0,873.0,25.0,0.0,1508.3,1506.9513344,1.0,52.0,19.0,1506.9513344,30.0
Formaldehyde,0.0,0.0,1.2,2.0,2.0,0.0,0.0,17.1,0.0,0.0,30.026,30.010564683,1.0,1.0,0.0,30.010564683,0.0
Formestane,0.0,0.0,2.6,22.0,589.0,0.0,0.0,54.4,5.0,0.0,302.4,302.18819469,1.0,3.0,1.0,302.18819469,0.0
Formoterol,0.0,2.0,1.8,25.0,388.0,0.0,0.0,90.8,0.0,0.0,344.4,344.17360725,1.0,5.0,4.0,344.17360725,8.0
Fosamprenavir,0.0,0.0,1.8,39.0,912.0,0.0,0.0,186.0,3.0,0.0,585.6,585.19098791,1.0,11.0,4.0,585.19098791,14.0
Fosaprepitant,0.0,0.0,1.0,41.0,997.0,0.0,0.0,124.0,3.0,0.0,614.4,614.11651857,1.0,15.0,3.0,614.11651857,7.0
Foscarnet,0.0,0.0,-2.0,7.0,120.0,0.0,0.0,94.8,0.0,0.0,126.01,125.97181019,1.0,5.0,3.0,125.97181019,1.0
Fosfomycin,0.0,0.0,-1.4,8.0,138.0,0.0,0.0,70.1,2.0,0.0,138.06,138.0081957,1.0,4.0,2.0,138.0081957,1.0
Fosinopril,0.0,2.0,6.2,39.0,850.0,0.0,0.0,110.0,2.0,0.0,563.7,563.3011898,1.0,7.0,1.0,563.3011898,15.0
Fosnetupitant,0.0,0.0,5.0,47.0,1100.0,0.0,0.0,106.0,0.0,0.0,688.6,688.2249262,1.0,13.0,1.0,688.2249262,8.0
Fosphenytoin,0.0,0.0,0.6,25.0,547.0,0.0,0.0,116.0,0.0,0.0,362.27,362.0667732,1.0,6.0,3.0,362.0667732,5.0
Fostamatinib,0.0,0.0,1.6,40.0,904.0,0.0,0.0,187.0,0.0,0.0,580.5,580.14829159,1.0,15.0,4.0,580.14829159,10.0
Fostemsavir,0.0,0.0,-0.1,41.0,1020.0,0.0,0.0,182.0,0.0,0.0,583.5,583.15804781,1.0,11.0,2.0,583.15804781,8.0
Framycetin,0.0,0.0,-9.0,42.0,872.0,0.0,0.0,353.0,19.0,0.0,614.6,614.31228554,1.0,19.0,13.0,614.31228554,9.0
Framycetin,0.0,0.0,-9.0,42.0,872.0,0.0,0.0,353.0,19.0,0.0,614.6,614.31228554,1.0,19.0,13.0,614.31228554,9.0
Frangula,,,,,,,,,,,,,,,,,
Fremanezumab,,,,,,,,,,,,,,,,,
Frovatriptan,0.0,0.0,1.2,18.0,333.0,0.0,0.0,70.9,1.0,0.0,243.3,243.137162174,1.0,2.0,3.0,243.137162174,2.0
Fucus,,,,,,,,,,,,,,,,,
Fulvestrant,0.0,1.0,9.2,41.0,854.0,0.0,0.0,76.7,6.0,0.0,606.8,606.31660734,1.0,9.0,2.0,606.31660734,14.0
Furazolidone,0.0,0.0,-0.1,16.0,326.0,0.0,0.0,101.0,0.0,1.0,225.16,225.03857033,1.0,6.0,0.0,225.03857033,2.0
Furosemide,0.0,0.0,2.0,21.0,481.0,0.0,0.0,131.0,0.0,0.0,330.74,330.0077203,1.0,7.0,3.0,330.0077203,5.0
Fusafungine,0.0,3.0,6.5,45.0,952.0,0.0,0.0,140.0,3.0,0.0,639.8,639.4094804,1.0,9.0,0.0,639.4094804,6.0
Fusidic Acid,0.0,0.0,5.5,37.0,994.0,0.0,0.0,104.0,10.0,1.0,516.7,516.34508925,1.0,6.0,3.0,516.34508925,6.0
Gabapentin,0.0,0.0,-1.1,12.0,162.0,0.0,0.0,63.3,0.0,0.0,171.24,171.125928785,1.0,3.0,2.0,171.125928785,3.0
Gadobenic Acid,0.0,1.0,,37.0,699.0,0.0,0.0,220.0,0.0,0.0,667.7,668.09649,4.0,14.0,2.0,668.09649,15.0
Gadobutrol,0.0,0.0,,32.0,532.0,0.0,0.0,194.0,2.0,0.0,604.7,605.13321,2.0,13.0,3.0,605.13321,7.0
Gadodiamide,0.0,0.0,,30.0,527.0,0.0,0.0,188.0,0.0,0.0,573.66,574.10225,2.0,11.0,2.0,574.10225,13.0
Gadofosveset,0.0,0.0,,52.0,1130.0,0.0,0.0,269.0,1.0,0.0,891.9,892.15673,5.0,17.0,3.0,892.15673,18.0
Gadopentetic Acid,0.0,0.0,,28.0,497.0,0.0,0.0,205.0,0.0,0.0,547.57,548.03898,2.0,13.0,2.0,548.03898,13.0
Gadoteric Acid,0.0,0.0,,29.0,510.0,0.0,0.0,171.0,0.0,0.0,558.64,559.09135,2.0,12.0,1.0,559.09135,5.0
Gadoteridol,0.0,1.0,,29.0,471.0,0.0,0.0,154.0,0.0,0.0,558.7,559.12774,2.0,11.0,1.0,559.12774,5.0
Gadoxetic Acid,0.0,0.0,,38.0,756.0,0.0,0.0,220.0,1.0,0.0,681.7,682.11214,4.0,14.0,2.0,682.11214,5.0
Galantamine,0.0,0.0,1.8,21.0,440.0,0.0,0.0,41.9,3.0,0.0,287.35,287.15214353,1.0,4.0,1.0,287.15214353,1.0
Galcanezumab,,,,,,,,,,,,,,,,,
Galium,,,,,,,,,,,,,,,,,
Gallamine,0.0,0.0,4.1,30.0,362.0,0.0,0.0,37.4,0.0,0.0,423.6,423.34609231,1.0,6.0,0.0,423.34609231,18.0
Gallium (Ga68) Dotatate,1.0,0.0,,101.0,2690.0,0.0,0.0,557.0,10.0,0.0,1500.5,1499.49931,2.0,26.0,14.0,1499.49931,23.0
Gallium [68ga]-Edotreotide,,,,,,,,,,,,,,,,,
Galsulfase,,,,,,,,,,,,,,,,,
